Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,
UV 1_280,,UV 2_254,,UV 3_295,,Cond,,Conc B,,System flow,,Fraction,,Injection,,pH,,System pressure,,Cond temp,,
ml,mAU,ml,mAU,ml,mAU,ml,mS/cm,ml,%,ml,ml/min,ml,Fraction,ml,Injection,ml,,ml,MPa,ml,°C,
23.742,2.248114,29.677,2.27651,29.677,1.61904,23.742,3.371051,59.356,0,59.356,0.1770003,,,,,59.354,12.27366,23.742,0.3827021,,,
23.744,2.24786,29.68,2.276537,29.68,1.619053,23.744,3.371036,59.362,0,59.362,0.1770003,,,,,59.361,12.27359,23.744,0.382927,,,
23.747,2.247607,29.683,2.276565,29.683,1.619065,23.747,3.371022,59.369,0,59.369,0.1770003,,,,,59.367,12.27364,23.747,0.383152,,,
23.749,2.247355,29.686,2.276592,29.686,1.619078,23.749,3.371007,59.375,0,59.375,0.1770003,,,,,59.374,12.27368,23.749,0.383377,,,
23.752,2.247101,29.689,2.27662,29.689,1.619091,23.752,3.370992,59.381,0,59.381,0.1770003,,,,,59.38,12.27371,23.752,0.3836023,,,
23.754,2.246848,29.693,2.276648,29.693,1.619104,23.754,3.370978,59.388,0,59.388,0.1770003,,,,,59.386,12.27375,23.754,0.3838273,,,
23.757,2.246595,29.696,2.276886,29.696,1.61895,23.757,3.370963,59.394,0,59.394,0.1770003,,,,,59.393,12.27378,23.757,0.3840522,,,
23.76,2.246342,29.699,2.277272,29.699,1.618679,23.76,3.370949,59.401,0,59.401,0.1586583,,,,,59.399,12.27383,23.76,0.3842772,,,
23.762,2.246089,29.702,2.277659,29.702,1.618407,23.762,3.370934,59.407,0,59.407,0.1770003,,,,,59.406,12.27362,23.762,0.3845022,,,
23.765,2.245836,29.706,2.278045,29.706,1.618137,23.765,3.370919,59.414,0,59.414,0.1770003,,,,,59.412,12.27344,23.765,0.3847272,,,
23.767,2.245583,29.709,2.278431,29.709,1.617865,23.767,3.370905,59.42,0,59.42,0.1770003,,,,,59.419,12.27346,23.767,0.3849522,,,
23.77,2.24533,29.712,2.278818,29.712,1.617594,23.77,3.37089,59.426,0,59.426,0.1770003,,,,,59.425,12.27352,23.77,0.3851771,,,
23.772,2.245065,29.715,2.279204,29.715,1.617323,23.772,3.370877,59.433,0,59.433,0.1770003,,,,,59.431,12.27356,23.772,0.3853621,,,
23.775,2.244737,29.718,2.279591,29.718,1.617052,23.775,3.370871,59.439,0,59.439,0.3158852,,,,,59.438,12.27366,23.775,0.3853176,,,
23.778,2.244408,29.722,2.279977,29.722,1.616781,23.778,3.370866,59.446,0,59.446,0.7061518,,,,,59.444,12.27368,23.778,0.3852731,,,
23.78,2.24408,29.725,2.280363,29.725,1.61651,23.78,3.37086,59.452,0,59.452,1.095955,,,,,59.451,12.27369,23.78,0.3852285,,,
23.783,2.243752,29.728,2.28075,29.728,1.616238,23.783,3.370855,59.459,0,59.459,1.486222,,,,,59.457,12.27371,23.783,0.385184,,,
23.785,2.243424,29.731,2.281136,29.731,1.615967,23.785,3.370849,59.465,0,59.465,1.876489,,,,,59.464,12.27372,23.785,0.3851396,,,
23.788,2.243095,29.734,2.281522,29.734,1.615696,23.788,3.370844,59.471,0,59.471,2.266755,,,,,59.47,12.27371,23.788,0.3850951,,,
23.79,2.242767,29.738,2.281989,29.738,1.615577,23.79,3.370838,59.478,0,59.478,2.656559,,,,,59.476,12.27366,23.79,0.3850505,,,
23.793,2.242439,29.741,2.282503,29.741,1.615546,23.793,3.370833,59.484,0,59.484,3.046825,,,,,59.483,12.27361,23.793,0.385006,,,
23.796,2.242111,29.744,2.283017,29.744,1.615516,23.796,3.370827,59.491,0,59.491,3.437092,,,,,59.489,12.27357,23.796,0.3849615,,,
23.798,2.241782,29.747,2.283531,29.747,1.615486,23.798,3.370822,59.497,0,59.497,3.826895,,,,,59.496,12.27352,23.798,0.3849171,,,
23.801,2.241454,29.751,2.284045,29.751,1.615455,23.801,3.370816,59.504,0,59.504,4.217162,,,,,59.502,12.27347,23.801,0.3848725,,,
23.803,2.241125,29.754,2.284559,29.754,1.615425,23.803,3.370811,59.51,0,59.51,4.607429,,,,,59.509,12.27343,23.803,0.384828,,,
23.806,2.240893,29.757,2.285073,29.757,1.615395,23.806,3.370807,59.516,0,59.516,4.997232,,,,,59.515,12.27338,23.806,0.3847392,,,
23.808,2.24106,29.76,2.285588,29.76,1.615365,23.808,3.370809,59.523,0,59.523,5.00001,,,,,59.521,12.27333,23.808,0.3844667,,,
23.811,2.241227,29.763,2.286101,29.763,1.615334,23.811,3.370811,59.529,0,59.529,5.00001,,,,,59.528,12.27329,23.811,0.3841943,,,
23.814,2.241394,29.767,2.286616,29.767,1.615304,23.814,3.370813,59.536,0,59.536,5.00001,,,,,59.534,12.27324,23.814,0.3839218,,,
23.816,2.24156,29.77,2.28713,29.77,1.615274,23.816,3.370816,59.542,0,59.542,5.00001,,,,,59.541,12.2732,23.816,0.3836493,,,
23.819,2.241727,29.773,2.287643,29.773,1.615244,23.819,3.370818,59.549,0,59.549,5.00001,,,,,59.547,12.27315,23.819,0.3833769,,,
23.821,2.241894,29.776,2.288158,29.776,1.615213,23.821,3.37082,59.555,0,59.555,5.00001,,,,,59.554,12.27317,23.821,0.3831044,,,
23.824,2.242061,29.779,2.288529,29.779,1.61514,23.824,3.370822,59.561,0,59.561,5.00001,,,,,59.56,12.27324,23.824,0.3828315,,,
23.826,2.242228,29.783,2.288835,29.783,1.615047,23.826,3.370824,59.568,0,59.568,5.00001,,,,,59.566,12.2733,23.826,0.3825591,,,
23.829,2.242394,29.786,2.289142,29.786,1.614955,23.829,3.370826,59.574,0,59.574,5.00001,,,,,59.573,12.27337,23.829,0.3822866,,,
23.832,2.242561,29.789,2.289448,29.789,1.614862,23.832,3.370829,59.581,0,59.581,5.00001,,,,,59.579,12.27344,23.832,0.3820142,,,
23.834,2.242728,29.792,2.289754,29.792,1.614769,23.834,3.370831,59.587,0,59.587,5.00001,,,,,59.586,12.2735,23.834,0.3817417,,,
23.837,2.242894,29.796,2.29006,29.796,1.614676,23.837,3.370833,59.594,0,59.594,5.00001,,,,,59.592,12.27357,23.837,0.3814692,,,
23.839,2.243095,29.799,2.290366,29.799,1.614584,23.839,3.370836,59.6,0,59.6,5.00001,,,,,59.599,12.27364,23.839,0.3813109,,,
23.842,2.243417,29.802,2.290673,29.802,1.614491,23.842,3.370842,59.606,0,59.606,5.00001,,,,,59.605,12.2737,23.842,0.3815584,,,
23.844,2.243739,29.805,2.290979,29.805,1.614398,23.844,3.370848,59.613,0,59.613,5.00001,,,,,59.611,12.27377,23.844,0.3818059,,,
23.847,2.244061,29.808,2.291285,29.808,1.614305,23.847,3.370853,59.619,0,59.619,5.00001,,,,,59.618,12.27384,23.847,0.3820533,,,
23.85,2.244383,29.812,2.291591,29.812,1.614213,23.85,3.370859,59.626,0,59.626,5.00001,,,,,59.624,12.27391,23.85,0.3823012,,,
23.852,2.244704,29.815,2.291898,29.815,1.61412,23.852,3.370865,59.632,0,59.632,5.00001,,,,,59.631,12.27397,23.852,0.3825486,,,
23.855,2.245026,29.818,2.292204,29.818,1.614027,23.855,3.370871,59.639,0,59.639,5.00001,,,,,59.637,12.274,23.855,0.382796,,,
23.857,2.245348,29.821,2.292479,29.821,1.614039,23.857,3.370877,59.645,0,59.645,5.00001,,,,,59.644,12.27399,23.857,0.3830435,,,
23.86,2.24567,29.824,2.292743,29.824,1.614089,23.86,3.370883,59.651,0,59.651,5.00001,,,,,59.65,12.27399,23.86,0.383291,,,
23.862,2.245992,29.828,2.293007,29.828,1.614138,23.862,3.370888,59.658,0,59.658,5.00001,,,,,59.656,12.27399,23.862,0.3835384,,,
23.865,2.246314,29.831,2.293272,29.831,1.614188,23.865,3.370894,59.664,0,59.664,5.00001,,,,,59.663,12.27398,23.865,0.3837859,,,
23.868,2.246635,29.834,2.293536,29.834,1.614237,23.868,3.3709,59.671,0,59.671,5.00001,,,,,59.669,12.27398,23.868,0.3840334,,,
23.87,2.246957,29.837,2.2938,29.837,1.614287,23.87,3.370906,59.677,0,59.677,5.00001,,,,,59.676,12.27398,23.87,0.3842808,,,
23.873,2.247232,29.841,2.294064,29.841,1.614337,23.873,3.370914,59.684,0,59.684,5.00001,,,,,59.682,12.27398,23.873,0.3844357,,,
23.875,2.247389,29.844,2.294328,29.844,1.614386,23.875,3.370929,59.69,0,59.69,5.00001,,,,,59.689,12.27397,23.875,0.3843549,,,
23.878,2.247546,29.847,2.294592,29.847,1.614436,23.878,3.370944,59.696,0,59.696,5.00001,,,,,59.695,12.27397,23.878,0.3842742,,,
23.88,2.247703,29.85,2.294856,29.85,1.614485,23.88,3.370959,59.703,0,59.703,5.00001,,,,,59.701,12.27397,23.88,0.3841935,,,
23.883,2.247859,29.853,2.29512,29.853,1.614535,23.883,3.370974,59.709,0,59.709,5.00001,,,,,59.708,12.27396,23.883,0.3841128,,,
23.886,2.248016,29.857,2.295384,29.857,1.614584,23.886,3.370989,59.716,0,59.716,5.00001,,,,,59.714,12.27396,23.886,0.3840321,,,
23.888,2.248173,29.86,2.295649,29.86,1.614634,23.888,3.371004,59.722,0,59.722,5.00001,,,,,59.721,12.27392,23.888,0.3839514,,,
23.891,2.248329,29.863,2.295863,29.863,1.614961,23.891,3.371019,59.729,0,59.729,5.00001,,,,,59.727,12.27386,23.891,0.3838707,,,
23.893,2.248486,29.866,2.296062,29.866,1.615371,23.893,3.371034,59.735,0,59.735,5.00001,,,,,59.734,12.2738,23.893,0.38379,,,
23.896,2.248642,29.869,2.296262,29.869,1.61578,23.896,3.371049,59.741,0,59.741,5.00001,,,,,59.74,12.27375,23.896,0.3837093,,,
23.898,2.248799,29.873,2.296461,29.873,1.616189,23.898,3.371064,59.748,0,59.748,5.00001,,,,,59.746,12.27369,23.898,0.3836285,,,
23.901,2.248956,29.876,2.296661,29.876,1.616599,23.901,3.371079,59.754,0,59.754,5.00001,,,,,59.753,12.27363,23.901,0.3835478,,,
23.904,2.249113,29.879,2.296861,29.879,1.617008,23.904,3.371094,59.761,0,59.761,5.00001,,,,,59.759,12.27357,23.904,0.3834671,,,
23.906,2.249226,29.882,2.29706,29.882,1.617417,23.906,3.371106,59.767,0,59.767,5.00001,,,,,59.766,12.27351,23.906,0.3834527,,,
23.909,2.249248,29.886,2.29726,29.886,1.617827,23.909,3.37111,59.774,0,59.774,5.00001,,,,,59.772,12.27346,23.909,0.3835758,,,
23.911,2.24927,29.889,2.297459,29.889,1.618236,23.911,3.371114,59.78,0,59.78,5.00001,,,,,59.779,12.2734,23.911,0.383699,,,
23.914,2.249292,29.892,2.297659,29.892,1.618645,23.914,3.371118,59.786,0,59.786,5.00001,,,,,59.785,12.27334,23.914,0.3838222,,,
23.916,2.249314,29.895,2.297858,29.895,1.619055,23.916,3.371122,59.793,0,59.793,5.00001,,,,,59.791,12.27328,23.916,0.3839454,,,
23.919,2.249336,29.898,2.298058,29.898,1.619465,23.919,3.371125,59.799,0,59.799,5.00001,,,,,59.798,12.27322,23.919,0.3840685,,,
23.922,2.249358,29.902,2.298257,29.902,1.619874,23.922,3.37113,59.806,0,59.806,5.00001,,,,,59.804,12.27313,23.922,0.3841919,,,
23.924,2.24938,29.905,2.298216,29.905,1.620142,23.924,3.371133,59.812,0,59.812,5.00001,,,,,59.811,12.27303,23.924,0.3843151,,,
23.927,2.249403,29.908,2.29812,29.908,1.62038,23.927,3.371137,59.819,0,59.819,5.00001,,,,,59.817,12.27292,23.927,0.3844382,,,
23.929,2.249425,29.911,2.298025,29.911,1.620617,23.929,3.371141,59.825,0,59.825,5.00001,,,,,59.824,12.27282,23.929,0.3845614,,,
23.932,2.249447,29.914,2.29793,29.914,1.620854,23.932,3.371145,59.831,0,59.831,5.00001,,,,,59.83,12.27271,23.932,0.3846846,,,
23.934,2.249469,29.918,2.297834,29.918,1.621092,23.934,3.371149,59.838,0,59.838,5.00001,,,,,59.836,12.27261,23.934,0.3848078,,,
23.937,2.249491,29.921,2.297739,29.921,1.621329,23.937,3.371153,59.844,0,59.844,5.00001,,,,,59.843,12.2725,23.937,0.384931,,,
23.94,2.249474,29.924,2.297644,29.924,1.621567,23.94,3.371156,59.851,0,59.851,5.00001,,,,,59.849,12.2724,23.94,0.3850011,,,
23.942,2.249396,29.927,2.297549,29.927,1.621804,23.942,3.371158,59.857,0,59.857,5.00001,,,,,59.856,12.27229,23.942,0.3849857,,,
23.945,2.249317,29.931,2.297453,29.931,1.622041,23.945,3.37116,59.864,0,59.864,5.00001,,,,,59.862,12.27219,23.945,0.3849702,,,
23.947,2.249238,29.934,2.297358,29.934,1.622279,23.947,3.371162,59.87,0,59.87,5.00001,,,,,59.869,12.27208,23.947,0.3849548,,,
23.95,2.249159,29.937,2.297263,29.937,1.622516,23.95,3.371164,59.876,0,59.876,5.00001,,,,,59.875,12.27198,23.95,0.3849393,,,
23.952,2.24908,29.94,2.297167,29.94,1.622753,23.952,3.371166,59.883,0,59.883,5.00001,,,,,59.881,12.27187,23.952,0.3849238,,,
23.955,2.249001,29.943,2.297072,29.943,1.622991,23.955,3.371168,59.889,0,59.889,5.00001,,,,,59.888,12.2718,23.955,0.3849084,,,
23.958,2.248922,29.947,2.297126,29.947,1.622891,23.958,3.37117,59.896,0,59.896,5.00001,,,,,59.894,12.27173,23.958,0.384893,,,
23.96,2.248843,29.95,2.297205,29.95,1.622732,23.96,3.371171,59.902,0,59.902,5.00001,,,,,59.901,12.27166,23.96,0.3848775,,,
23.963,2.248765,29.953,2.297286,29.953,1.622572,23.963,3.371173,59.909,0,59.909,5.00001,,,,,59.907,12.27159,23.963,0.3848621,,,
23.965,2.248686,29.956,2.297365,29.956,1.622413,23.965,3.371175,59.915,0,59.915,5.00001,,,,,59.914,12.27152,23.965,0.3848467,,,
23.968,2.248607,29.959,2.297446,29.959,1.622253,23.968,3.371177,59.922,0,59.922,5.00001,,,,,59.92,12.27145,23.968,0.3848312,,,
23.97,2.248528,29.963,2.297525,29.963,1.622094,23.97,3.371179,59.928,0,59.928,5.00001,,,,,59.926,12.27138,23.97,0.3848158,,,
23.973,2.248525,29.966,2.297606,29.966,1.621934,23.973,3.371179,59.934,0,59.934,5.00001,,,,,59.933,12.27132,23.973,0.3847629,,,
23.976,2.24863,29.969,2.297685,29.969,1.621775,23.976,3.371175,59.941,0,59.941,5.00001,,,,,59.939,12.27125,23.976,0.384656,,,
23.978,2.248735,29.972,2.297765,29.972,1.621615,23.978,3.371171,59.947,0,59.947,5.00001,,,,,59.946,12.27118,23.978,0.3845491,,,
23.981,2.24884,29.976,2.297845,29.976,1.621456,23.981,3.371168,59.954,0,59.954,5.00001,,,,,59.952,12.27111,23.981,0.3844423,,,
23.983,2.248945,29.979,2.297925,29.979,1.621296,23.983,3.371164,59.96,0,59.96,5.00001,,,,,59.959,12.27104,23.983,0.3843354,,,
23.986,2.24905,29.982,2.298005,29.982,1.621137,23.986,3.37116,59.967,0,59.967,5.00001,,,,,59.965,12.27097,23.986,0.3842286,,,
23.988,2.249155,29.985,2.298085,29.985,1.620977,23.988,3.371157,59.973,0,59.973,5.00001,,,,,59.971,12.27091,23.988,0.3841217,,,
23.991,2.24926,29.988,2.298047,29.988,1.620944,23.991,3.371153,59.979,0,59.979,5.00001,,,,,59.978,12.27084,23.991,0.3840148,,,
23.994,2.249365,29.992,2.297998,29.992,1.620923,23.994,3.371149,59.986,0,59.986,5.00001,,,,,59.984,12.27078,23.994,0.3839079,,,
23.996,2.249471,29.995,2.297949,29.995,1.620902,23.996,3.371145,59.992,0,59.992,5.00001,,,,,59.991,12.27072,23.996,0.3838009,,,
23.999,2.249576,29.998,2.297899,29.998,1.62088,23.999,3.371142,59.999,0,59.999,5.00001,,,,,59.997,12.27065,23.999,0.3836941,,,
24.001,2.249681,30.001,2.29785,30.001,1.620859,24.001,3.371138,60.005,0,60.005,5.00001,,,,,60.004,12.27059,24.001,0.3835872,,,
24.004,2.249786,30.004,2.297801,30.004,1.620838,24.004,3.371134,60.012,0,60.012,5.00001,,,,,60.01,12.27053,24.004,0.3834803,,,
24.006,2.249732,30.008,2.297751,30.008,1.620817,24.006,3.371132,60.018,0,60.018,5.00001,,,,,60.016,12.27046,24.006,0.3834951,,,
24.009,2.249486,30.011,2.297702,30.011,1.620796,24.009,3.37113,60.024,0,60.024,5.00001,,,,,60.023,12.2704,24.009,0.3836561,,,
24.012,2.24924,30.014,2.297652,30.014,1.620775,24.012,3.371129,60.031,0,60.031,5.00001,,,,,60.029,12.27034,24.012,0.3838171,,,
24.014,2.248994,30.017,2.297603,30.017,1.620754,24.014,3.371128,60.037,0,60.037,5.00001,,,,,60.036,12.27027,24.014,0.3839781,,,
24.017,2.248749,30.021,2.297554,30.021,1.620732,24.017,3.371127,60.044,0,60.044,5.00001,,,,,60.042,12.27021,24.017,0.3841391,,,
24.019,2.248502,30.024,2.297504,30.024,1.620711,24.019,3.371125,60.05,0,60.05,5.00001,,,,,60.049,12.27014,24.019,0.3843004,,,
24.022,2.248256,30.027,2.297455,30.027,1.62069,24.022,3.371124,60.057,0,60.057,5.00001,,,,,60.055,12.27007,24.022,0.3844614,,,
24.024,2.248011,30.03,2.297299,30.03,1.620588,24.024,3.371123,60.063,0,60.063,5.00001,,,,,60.061,12.27,24.024,0.3846224,,,
24.027,2.247765,30.033,2.297137,30.033,1.620482,24.027,3.371122,60.069,0,60.069,5.00001,,,,,60.068,12.26993,24.027,0.3847834,,,
24.03,2.247519,30.037,2.296976,30.037,1.620376,24.03,3.37112,60.076,0,60.076,5.00001,,,,,60.074,12.26986,24.03,0.3849444,,,
24.032,2.247273,30.04,2.296814,30.04,1.620271,24.032,3.371119,60.082,0,60.082,5.00001,,,,,60.081,12.26978,24.032,0.3851054,,,
24.035,2.247027,30.043,2.296653,30.043,1.620165,24.035,3.371118,60.089,0,60.089,5.00001,,,,,60.087,12.26971,24.035,0.3852665,,,
24.037,2.246782,30.046,2.296491,30.046,1.620059,24.037,3.371117,60.095,0,60.095,5.00001,,,,,60.094,12.26964,24.037,0.3854275,,,
24.04,2.246411,30.049,2.29633,30.049,1.619953,24.04,3.371115,60.102,0,60.102,5.00001,,,,,60.1,12.26957,24.04,0.3854173,,,
24.042,2.245918,30.053,2.296168,30.053,1.619847,24.042,3.371112,60.108,0,60.108,5.00001,,,,,60.106,12.26949,24.042,0.3852401,,,
24.045,2.245424,30.056,2.296007,30.056,1.619741,24.045,3.37111,60.114,0,60.114,5.00001,,,,,60.113,12.26942,24.045,0.3850625,,,
24.048,2.244931,30.059,2.295846,30.059,1.619636,24.048,3.371107,60.121,0,60.121,5.00001,,,,,60.119,12.26935,24.048,0.3848853,,,
24.05,2.244438,30.062,2.295684,30.062,1.61953,24.05,3.371105,60.127,0,60.127,5.00001,,,,,60.126,12.26928,24.05,0.384708,,,
24.053,2.243945,30.066,2.295523,30.066,1.619424,24.053,3.371103,60.134,0,60.134,5.00001,,,,,60.132,12.2692,24.053,0.3845308,,,
24.055,2.243452,30.069,2.295361,30.069,1.619318,24.055,3.3711,60.14,0,60.14,5.00001,,,,,60.139,12.26913,24.055,0.3843535,,,
24.058,2.242958,30.072,2.295158,30.072,1.618999,24.058,3.371098,60.147,0,60.147,5.00001,,,,,60.145,12.26906,24.058,0.3841763,,,
24.06,2.242465,30.075,2.294954,30.075,1.618679,24.06,3.371095,60.153,0,60.153,5.00001,,,,,60.151,12.26899,24.06,0.383999,,,
24.063,2.241972,30.078,2.294751,30.078,1.618359,24.063,3.371093,60.159,0,60.159,5.00001,,,,,60.158,12.26891,24.063,0.3838217,,,
24.066,2.241479,30.082,2.294547,30.082,1.618039,24.066,3.37109,60.166,0,60.166,5.00001,,,,,60.164,12.26884,24.066,0.3836445,,,
24.068,2.240985,30.085,2.294344,30.085,1.617719,24.068,3.371088,60.172,0,60.172,5.00001,,,,,60.171,12.26877,24.068,0.3834669,,,
24.071,2.240492,30.088,2.29414,30.088,1.617399,24.071,3.371085,60.179,0,60.179,5.00001,,,,,60.177,12.2687,24.071,0.3832897,,,
24.073,2.240167,30.091,2.293936,30.091,1.617079,24.073,3.37108,60.185,0,60.185,5.00001,,,,,60.184,12.26863,24.073,0.3832116,,,
24.076,2.239987,30.094,2.293733,30.094,1.616759,24.076,3.371071,60.192,0,60.192,5.00001,,,,,60.19,12.26855,24.076,0.3832191,,,
24.078,2.239807,30.098,2.29353,30.098,1.616439,24.078,3.371063,60.198,0,60.198,5.00001,,,,,60.196,12.26848,24.078,0.3832265,,,
24.081,2.239627,30.101,2.293326,30.101,1.616118,24.081,3.371054,60.204,0,60.204,5.00001,,,,,60.203,12.26841,24.081,0.3832339,,,
24.084,2.239448,30.104,2.293123,30.104,1.615798,24.084,3.371046,60.211,0,60.211,5.00001,,,,,60.209,12.26834,24.084,0.3832414,,,
24.086,2.239268,30.107,2.292919,30.107,1.615478,24.086,3.371037,60.217,0,60.217,5.00001,,,,,60.216,12.26826,24.086,0.3832488,,,
24.089,2.239088,30.111,2.292713,30.111,1.615156,24.089,3.371028,60.224,0,60.224,5.00001,,,,,60.222,12.26818,24.089,0.3832563,,,
24.091,2.238908,30.114,2.292448,30.114,1.614789,24.091,3.37102,60.23,0,60.23,5.00001,,,,,60.229,12.2681,24.091,0.3832637,,,
24.094,2.238728,30.117,2.292182,30.117,1.614421,24.094,3.371011,60.237,0,60.237,5.00001,,,,,60.235,12.26802,24.094,0.3832712,,,
24.096,2.238548,30.12,2.291917,30.12,1.614053,24.096,3.371003,60.243,0,60.243,5.00001,,,,,60.241,12.26794,24.096,0.3832786,,,
24.099,2.238368,30.123,2.291652,30.123,1.613686,24.099,3.370994,60.249,0,60.249,5.00001,,,,,60.248,12.26786,24.099,0.383286,,,
24.102,2.238188,30.127,2.291386,30.127,1.613318,24.102,3.370986,60.256,0,60.256,5.00001,,,,,60.254,12.26778,24.102,0.3832935,,,
24.104,2.238008,30.13,2.291121,30.13,1.61295,24.104,3.370977,60.262,0,60.262,5.00001,,,,,60.261,12.2677,24.104,0.3833009,,,
24.107,2.238003,30.133,2.290856,30.133,1.612583,24.107,3.370967,60.269,0,60.269,5.00001,,,,,60.267,12.26762,24.107,0.3833756,,,
24.109,2.238124,30.136,2.290591,30.136,1.612215,24.109,3.370956,60.275,0,60.275,5.00001,,,,,60.274,12.26753,24.109,0.3834989,,,
24.112,2.238246,30.139,2.290326,30.139,1.611848,24.112,3.370945,60.282,0,60.282,5.00001,,,,,60.28,12.26745,24.112,0.3836222,,,
24.114,2.238367,30.143,2.29006,30.143,1.61148,24.114,3.370934,60.288,0,60.288,5.00001,,,,,60.286,12.26737,24.114,0.3837455,,,
24.117,2.238489,30.146,2.289795,30.146,1.611112,24.117,3.370922,60.294,0,60.294,5.00001,,,,,60.293,12.26729,24.117,0.383869,,,
24.12,2.238611,30.149,2.28953,30.149,1.610745,24.12,3.370911,60.301,0,60.301,5.00001,,,,,60.299,12.26721,24.12,0.3839923,,,
24.122,2.238732,30.152,2.289263,30.152,1.610403,24.122,3.3709,60.307,0,60.307,5.00001,,,,,60.306,12.2671,24.122,0.3841156,,,
24.125,2.238853,30.156,2.288987,30.156,1.610297,24.125,3.370889,60.314,0,60.314,5.00001,,,,,60.312,12.26698,24.125,0.3842389,,,
24.127,2.238975,30.159,2.288711,30.159,1.610191,24.127,3.370878,60.32,0,60.32,5.00001,,,,,60.319,12.26687,24.127,0.3843623,,,
24.13,2.239097,30.162,2.288435,30.162,1.610085,24.13,3.370866,60.327,0,60.327,5.00001,,,,,60.325,12.26676,24.13,0.3844855,,,
24.132,2.239218,30.165,2.288159,30.165,1.609978,24.132,3.370855,60.333,0,60.333,5.00001,,,,,60.331,12.26664,24.132,0.3846089,,,
24.135,2.23934,30.168,2.287883,30.168,1.609872,24.135,3.370844,60.339,0,60.339,5.00001,,,,,60.338,12.26653,24.135,0.3847322,,,
24.138,2.239461,30.172,2.287607,30.172,1.609766,24.138,3.370832,60.346,0,60.346,5.00001,,,,,60.344,12.26642,24.138,0.3848555,,,
24.14,2.239645,30.175,2.28733,30.175,1.60966,24.14,3.370823,60.352,0,60.352,4.239534,,,,,60.351,12.2663,24.14,0.3847978,,,
24.143,2.239862,30.178,2.287055,30.178,1.609554,24.143,3.370814,60.359,0,60.359,2.604122,,,,,60.357,12.26619,24.143,0.3846435,,,
24.145,2.240079,30.181,2.286778,30.181,1.609447,24.145,3.370806,60.365,0,60.365,0.968711,,,,,60.364,12.26608,24.145,0.3844895,,,
24.148,2.240296,30.184,2.286502,30.184,1.609341,24.148,3.370797,60.372,0,60.372,0.2440754,,,,,60.37,12.26595,24.148,0.3843355,,,
24.15,2.240513,30.188,2.286226,30.188,1.609235,24.15,3.370788,60.378,0,60.378,0.6905898,,,,,60.376,12.26578,24.15,0.3841815,,,
24.153,2.24073,30.191,2.28595,30.191,1.609129,24.153,3.37078,60.384,0,60.384,1.137104,,,,,60.383,12.26561,24.153,0.3840275,,,
24.156,2.240946,30.194,2.285718,30.194,1.609048,24.156,3.370771,60.391,0,60.391,1.583619,,,,,60.389,12.26544,24.156,0.3838735,,,
24.158,2.241163,30.197,2.285733,30.197,1.609103,24.158,3.370762,60.397,0,60.397,2.029603,,,,,60.396,12.26542,24.158,0.3837194,,,
24.161,2.24138,30.201,2.285747,30.201,1.609158,24.161,3.370754,60.404,0,60.404,2.476118,,,,,60.402,12.26541,24.161,0.3835654,,,
24.163,2.241597,30.204,2.285762,30.204,1.609214,24.163,3.370745,60.41,0,60.41,2.922632,,,,,60.409,12.26541,24.163,0.3834114,,,
24.166,2.241814,30.207,2.285776,30.207,1.609269,24.166,3.370736,60.417,0,60.417,3.368617,,,,,60.415,12.2654,24.166,0.3832572,,,
24.168,2.242031,30.21,2.285791,30.21,1.609325,24.168,3.370728,60.423,0,60.423,3.815131,,,,,60.421,12.2654,24.168,0.3831032,,,
24.171,2.242248,30.213,2.285805,30.213,1.60938,24.171,3.370719,60.429,0,60.429,4.261646,,,,,60.428,12.26539,24.171,0.3829491,,,
24.174,2.242295,30.217,2.28582,30.217,1.609436,24.174,3.370708,60.436,0,60.436,4.707631,,,,,60.434,12.26539,24.174,0.3829554,,,
24.176,2.242263,30.22,2.285834,30.22,1.609491,24.176,3.370697,60.442,0,60.442,5.00001,,,,,60.441,12.26538,24.176,0.3830357,,,
24.179,2.242231,30.223,2.285849,30.223,1.609546,24.179,3.370686,60.449,0,60.449,5.00001,,,,,60.447,12.26538,24.179,0.3831161,,,
24.181,2.2422,30.226,2.285863,30.226,1.609602,24.181,3.370675,60.455,0,60.455,5.00001,,,,,60.454,12.26537,24.181,0.3831964,,,
24.184,2.242168,30.229,2.285878,30.229,1.609657,24.184,3.370664,60.462,0,60.462,5.00001,,,,,60.46,12.26537,24.184,0.3832767,,,
24.186,2.242136,30.233,2.285892,30.233,1.609713,24.186,3.370653,60.468,0,60.468,5.00001,,,,,60.466,12.26536,24.186,0.383357,,,
24.189,2.242105,30.236,2.287085,30.236,1.609589,24.189,3.370642,60.474,0,60.474,5.00001,,,,,60.473,12.26536,24.189,0.3834374,,,
24.192,2.242073,30.239,2.289921,30.239,1.609919,24.192,3.370631,60.481,0,60.481,5.00001,,,,,60.479,12.2653,24.192,0.3835178,,,
24.194,2.242041,30.242,2.275757,30.242,1.611597,24.194,3.37062,60.487,0,60.487,5.00001,,,,,60.486,12.26523,24.194,0.3835981,,,
24.197,2.24201,30.246,2.2844,30.246,1.626746,24.197,3.370609,60.494,0,60.494,5.00001,,,,,60.492,12.26517,24.197,0.3836785,,,
