Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,
UV 1_280,,UV 2_254,,UV 3_295,,Cond,,Conc B,,System flow,,Fraction,,Injection,,pH,,Cond temp,,
ml,mAU,ml,mAU,ml,mAU,ml,mS/cm,ml,%,ml,ml/min,ml,Fraction,ml,Injection,ml,,ml,°C,
23.766,1.511873,29.708,1.051201,29.708,0.8792427,23.766,4.151912,59.418,0,59.418,0.1770003,,,,,59.419,12.27442,,,
23.769,1.51057,29.711,1.05133,29.711,0.8795283,23.769,4.149666,59.424,0,59.424,0.1770003,,,,,59.425,12.27439,,,
23.771,1.509269,29.714,1.051459,29.714,0.8798139,23.771,4.147424,59.431,0,59.431,0.1770003,,,,,59.432,12.27444,,,
23.774,1.507966,29.717,1.051588,29.717,0.8800996,23.774,4.145178,59.437,0,59.437,0.2877403,,,,,59.438,12.27452,,,
23.776,1.506666,29.721,1.051717,29.721,0.8803852,23.776,4.142936,59.444,0,59.444,0.7640354,,,,,59.445,12.27455,,,
23.779,1.505365,29.724,1.051846,29.724,0.8806709,23.779,4.140694,59.45,0,59.45,1.24033,,,,,59.451,12.27457,,,
23.782,1.504062,29.727,1.051975,29.727,0.8809565,23.782,4.138448,59.457,0,59.457,1.716625,,,,,59.458,12.27448,,,
23.784,1.502761,29.73,1.052104,29.73,0.8812422,23.784,4.136206,59.463,0,59.463,2.193485,,,,,59.464,12.27439,,,
23.787,1.501459,29.734,1.052233,29.734,0.8815278,23.787,4.13396,59.469,0,59.469,2.669781,,,,,59.47,12.27431,,,
23.789,1.500118,29.737,1.052362,29.737,0.8818135,23.789,4.131734,59.476,0,59.476,3.146076,,,,,59.477,12.27422,,,
23.792,1.498634,29.74,1.052491,29.74,0.8820992,23.792,4.129563,59.482,0,59.482,3.622371,,,,,59.483,12.27413,,,
23.794,1.497151,29.743,1.05262,29.743,0.8823848,23.794,4.127395,59.489,0,59.489,4.098666,,,,,59.49,12.27404,,,
23.797,1.495669,29.746,1.052855,29.746,0.8822876,23.797,4.125227,59.495,0,59.495,4.574961,,,,,59.496,12.27395,,,
23.8,1.494184,29.75,1.05312,29.75,0.8820828,23.8,4.123056,59.502,0,59.502,4.980853,,,,,59.503,12.27387,,,
23.802,1.492702,29.753,1.053385,29.753,0.881878,23.802,4.120888,59.508,0,59.508,4.982351,,,,,59.509,12.27378,,,
23.805,1.491217,29.756,1.05365,29.756,0.8816732,23.805,4.118717,59.514,0,59.514,4.983848,,,,,59.515,12.27369,,,
23.807,1.489735,29.759,1.053915,29.759,0.8814682,23.807,4.116549,59.521,0,59.521,4.985346,,,,,59.522,12.2736,,,
23.81,1.48825,29.762,1.05418,29.762,0.8812634,23.81,4.114378,59.527,0,59.527,4.986844,,,,,59.528,12.27351,,,
23.812,1.486768,29.766,1.054445,29.766,0.8810586,23.812,4.11221,59.534,0,59.534,4.988341,,,,,59.535,12.27345,,,
23.815,1.485285,29.769,1.05471,29.769,0.8808538,23.815,4.110042,59.54,0,59.54,4.989839,,,,,59.541,12.27353,,,
23.818,1.483801,29.772,1.054975,29.772,0.880649,23.818,4.107871,59.547,0,59.547,4.991337,,,,,59.548,12.27361,,,
23.82,1.482318,29.775,1.05524,29.775,0.8804442,23.82,4.105703,59.553,0,59.553,4.992835,,,,,59.554,12.27369,,,
23.823,1.48105,29.779,1.055505,29.779,0.8802394,23.823,4.103551,59.559,0,59.559,4.994332,,,,,59.56,12.27377,,,
23.825,1.480318,29.782,1.055769,29.782,0.8800346,23.825,4.101449,59.566,0,59.566,4.995831,,,,,59.567,12.27385,,,
23.828,1.479585,29.785,1.056034,29.785,0.8798298,23.828,4.099343,59.572,0,59.572,4.997329,,,,,59.573,12.27392,,,
23.83,1.478853,29.788,1.056094,29.788,0.8797218,23.83,4.09724,59.579,0,59.579,4.998827,,,,,59.58,12.274,,,
23.833,1.478121,29.791,1.056107,29.791,0.8796357,23.833,4.095138,59.585,0,59.585,5.00001,,,,,59.586,12.27408,,,
23.836,1.477388,29.795,1.056121,29.795,0.8795496,23.836,4.093033,59.592,0,59.592,5.00001,,,,,59.593,12.27416,,,
23.838,1.476656,29.798,1.056134,29.798,0.8794634,23.838,4.09093,59.598,0,59.598,5.00001,,,,,59.599,12.27424,,,
23.841,1.475923,29.801,1.056147,29.801,0.8793773,23.841,4.088825,59.605,0,59.605,5.00001,,,,,59.606,12.27432,,,
23.843,1.475191,29.804,1.05616,29.804,0.8792912,23.843,4.086722,59.611,0,59.611,5.00001,,,,,59.612,12.2744,,,
23.846,1.474458,29.808,1.056174,29.808,0.8792051,23.846,4.084617,59.617,0,59.617,5.00001,,,,,59.618,12.27447,,,
23.848,1.473726,29.811,1.056187,29.811,0.879119,23.848,4.082514,59.624,0,59.624,5.00001,,,,,59.625,12.27448,,,
23.851,1.472994,29.814,1.0562,29.814,0.8790329,23.851,4.080412,59.63,0,59.63,5.00001,,,,,59.631,12.27449,,,
23.854,1.472261,29.817,1.056213,29.817,0.8789466,23.854,4.078307,59.637,0,59.637,5.00001,,,,,59.638,12.2745,,,
23.856,1.471452,29.82,1.056227,29.82,0.8788605,23.856,4.076227,59.643,0,59.643,5.00001,,,,,59.644,12.27452,,,
23.859,1.470488,29.824,1.05624,29.824,0.8787743,23.859,4.07419,59.65,0,59.65,5.00001,,,,,59.651,12.27453,,,
23.861,1.469526,29.827,1.056253,29.827,0.8786883,23.861,4.072155,59.656,0,59.656,5.00001,,,,,59.657,12.27454,,,
23.864,1.468563,29.83,1.056274,29.83,0.8786483,23.864,4.070117,59.662,0,59.662,5.00001,,,,,59.663,12.27456,,,
23.866,1.467601,29.833,1.056295,29.833,0.8786142,23.866,4.068083,59.669,0,59.669,5.00001,,,,,59.67,12.27457,,,
23.869,1.46664,29.836,1.056317,29.836,0.8785802,23.869,4.066049,59.675,0,59.675,5.00001,,,,,59.676,12.27458,,,
23.872,1.465676,29.84,1.056338,29.84,0.8785462,23.872,4.064012,59.682,0,59.682,5.00001,,,,,59.683,12.27459,,,
23.874,1.464714,29.843,1.05636,29.843,0.8785121,23.874,4.061977,59.688,0,59.688,5.00001,,,,,59.689,12.27461,,,
23.877,1.463751,29.846,1.056381,29.846,0.8784781,23.877,4.059939,59.695,0,59.695,5.00001,,,,,59.696,12.27462,,,
23.879,1.462789,29.849,1.056403,29.849,0.8784441,23.879,4.057905,59.701,0,59.701,5.00001,,,,,59.702,12.27462,,,
23.882,1.461826,29.853,1.056424,29.853,0.87841,23.882,4.055868,59.707,0,59.707,5.00001,,,,,59.708,12.27459,,,
23.885,1.460864,29.856,1.056446,29.856,0.8783759,23.885,4.053833,59.714,0,59.714,5.00001,,,,,59.715,12.27457,,,
23.887,1.459902,29.859,1.056467,29.859,0.8783419,23.887,4.051799,59.72,0,59.72,5.00001,,,,,59.721,12.27454,,,
23.89,1.458884,29.862,1.056489,29.862,0.8783079,23.89,4.049785,59.727,0,59.727,5.00001,,,,,59.728,12.27451,,,
23.892,1.457786,29.865,1.05651,29.865,0.8782738,23.892,4.047809,59.733,0,59.733,5.00001,,,,,59.734,12.27448,,,
23.895,1.456686,29.869,1.056532,29.869,0.8782398,23.895,4.04583,59.74,0,59.74,5.00001,,,,,59.741,12.27445,,,
23.897,1.455587,29.872,1.056664,29.872,0.8784351,23.897,4.043854,59.746,0,59.746,5.00001,,,,,59.747,12.27442,,,
23.9,1.454487,29.875,1.056802,29.875,0.8786429,23.9,4.041875,59.752,0,59.752,5.00001,,,,,59.753,12.2744,,,
23.903,1.453388,29.878,1.056941,29.878,0.8788505,23.903,4.0399,59.759,0,59.759,5.00001,,,,,59.76,12.27437,,,
23.905,1.45229,29.881,1.057079,29.881,0.879058,23.905,4.037924,59.765,0,59.765,5.00001,,,,,59.766,12.27434,,,
23.908,1.45119,29.885,1.057217,29.885,0.8792655,23.908,4.035945,59.772,0,59.772,5.00001,,,,,59.773,12.27431,,,
23.91,1.450091,29.888,1.057355,29.888,0.8794731,23.91,4.033969,59.778,0,59.778,5.00001,,,,,59.779,12.27428,,,
23.913,1.448991,29.891,1.057494,29.891,0.8796807,23.913,4.031991,59.785,0,59.785,5.00001,,,,,59.786,12.27424,,,
23.915,1.447893,29.894,1.057632,29.894,0.8798882,23.915,4.030015,59.791,0,59.791,5.00001,,,,,59.792,12.27416,,,
23.918,1.446792,29.898,1.05777,29.898,0.8800958,23.918,4.028036,59.797,0,59.797,5.00001,,,,,59.798,12.27408,,,
23.921,1.445694,29.901,1.057908,29.901,0.8803034,23.921,4.02606,59.804,0,59.804,5.00001,,,,,59.805,12.274,,,
23.923,1.444706,29.904,1.058047,29.904,0.880511,23.923,4.024122,59.81,0,59.81,5.00001,,,,,59.811,12.27392,,,
23.926,1.443849,29.907,1.058185,29.907,0.8807185,23.926,4.022226,59.817,0,59.817,5.00001,,,,,59.818,12.27384,,,
23.928,1.442994,29.91,1.058323,29.91,0.8809261,23.928,4.020333,59.823,0,59.823,5.00001,,,,,59.824,12.27376,,,
23.931,1.442137,29.914,1.058034,29.914,0.8806886,23.931,4.018437,59.83,0,59.83,5.00001,,,,,59.831,12.27368,,,
23.933,1.441282,29.917,1.057742,29.917,0.8804485,23.933,4.016544,59.836,0,59.836,5.00001,,,,,59.837,12.2736,,,
23.936,1.440426,29.92,1.057451,29.92,0.8802083,23.936,4.014648,59.842,0,59.842,5.00001,,,,,59.843,12.27352,,,
23.939,1.43957,29.923,1.057159,29.923,0.8799681,23.939,4.012755,59.849,0,59.849,5.00001,,,,,59.85,12.27344,,,
23.941,1.438715,29.927,1.056867,29.927,0.879728,23.941,4.010862,59.855,0,59.855,5.00001,,,,,59.856,12.27336,,,
23.944,1.437858,29.93,1.056575,29.93,0.8794878,23.944,4.008966,59.862,0,59.862,5.00001,,,,,59.863,12.27328,,,
23.946,1.437003,29.933,1.056283,29.933,0.8792474,23.946,4.007074,59.868,0,59.868,5.00001,,,,,59.869,12.2732,,,
23.949,1.436147,29.936,1.055992,29.936,0.8790072,23.949,4.005178,59.875,0,59.875,5.00001,,,,,59.876,12.27314,,,
23.951,1.435291,29.939,1.0557,29.939,0.8787671,23.951,4.003285,59.881,0,59.881,5.00001,,,,,59.882,12.27308,,,
23.954,1.434435,29.943,1.055408,29.943,0.8785269,23.954,4.001389,59.888,0,59.888,5.00001,,,,,59.889,12.27302,,,
23.957,1.43353,29.946,1.055117,29.946,0.8782868,23.957,3.999542,59.894,0,59.894,5.00001,,,,,59.895,12.27295,,,
23.959,1.432576,29.949,1.054825,29.949,0.8780466,23.959,3.99774,59.9,0,59.9,5.00001,,,,,59.901,12.27289,,,
23.962,1.43162,29.952,1.054525,29.952,0.8778161,23.962,3.995935,59.907,0,59.907,5.00001,,,,,59.908,12.27283,,,
23.964,1.430666,29.955,1.054061,29.955,0.8777786,23.964,3.994133,59.913,0,59.913,5.00001,,,,,59.914,12.27277,,,
23.967,1.429711,29.959,1.053597,29.959,0.8777412,23.967,3.992329,59.92,0,59.92,5.00001,,,,,59.921,12.2727,,,
23.969,1.428757,29.962,1.053133,29.962,0.8777037,23.969,3.990527,59.926,0,59.926,5.00001,,,,,59.927,12.27264,,,
23.972,1.427802,29.965,1.052669,29.965,0.8776662,23.972,3.988722,59.933,0,59.933,5.00001,,,,,59.934,12.27258,,,
23.975,1.426848,29.968,1.052205,29.968,0.8776287,23.975,3.98692,59.939,0,59.939,5.00001,,,,,59.94,12.27252,,,
23.977,1.425894,29.972,1.051741,29.972,0.8775913,23.977,3.985118,59.945,0,59.945,5.00001,,,,,59.946,12.27245,,,
23.98,1.424938,29.975,1.051277,29.975,0.8775538,23.98,3.983313,59.952,0,59.952,5.00001,,,,,59.953,12.2724,,,
23.982,1.423984,29.978,1.050812,29.978,0.8775163,23.982,3.981511,59.958,0,59.958,5.00001,,,,,59.959,12.27234,,,
23.985,1.423029,29.981,1.050349,29.981,0.8774788,23.985,3.979706,59.965,0,59.965,5.00001,,,,,59.966,12.27229,,,
23.987,1.422075,29.984,1.049884,29.984,0.8774413,23.987,3.977904,59.971,0,59.971,5.00001,,,,,59.972,12.27223,,,
23.99,1.421153,29.988,1.04942,29.988,0.8774039,23.99,3.976158,59.978,0,59.978,5.00001,,,,,59.979,12.27218,,,
23.993,1.420258,29.991,1.048956,29.991,0.8773663,23.993,3.97446,59.984,0,59.984,5.00001,,,,,59.985,12.27213,,,
23.995,1.419363,29.994,1.048514,29.994,0.8773323,23.995,3.972761,59.99,0,59.99,5.00001,,,,,59.991,12.27207,,,
23.998,1.418466,29.997,1.048309,29.997,0.8773348,23.998,3.97106,59.997,0,59.997,5.00001,,,,,59.998,12.27202,,,
24,1.417571,30,1.048104,30,0.8773374,24,3.969361,60.003,0,60.003,5.00001,,,,,60.004,12.27197,,,
24.003,1.416674,30.004,1.047898,30.004,0.8773399,24.003,3.96766,60.01,0,60.01,5.00001,,,,,60.011,12.27191,,,
24.005,1.415779,30.007,1.047693,30.007,0.8773425,24.005,3.965961,60.016,0,60.016,5.00001,,,,,60.017,12.27186,,,
24.008,1.414882,30.01,1.047488,30.01,0.877345,24.008,3.96426,60.023,0,60.023,5.00001,,,,,60.024,12.2718,,,
24.011,1.413987,30.013,1.047283,30.013,0.8773475,24.011,3.962562,60.029,0,60.029,5.00001,,,,,60.03,12.27175,,,
24.013,1.413092,30.017,1.047077,30.017,0.87735,24.013,3.960863,60.035,0,60.035,5.00001,,,,,60.036,12.2717,,,
24.016,1.412195,30.02,1.046872,30.02,0.8773526,24.016,3.959162,60.042,0,60.042,5.00001,,,,,60.043,12.27164,,,
24.018,1.4113,30.023,1.046667,30.023,0.8773551,24.018,3.957463,60.048,0,60.048,5.00001,,,,,60.049,12.27159,,,
24.021,1.410403,30.026,1.046462,30.026,0.8773577,24.021,3.955762,60.055,0,60.055,5.00001,,,,,60.056,12.27154,,,
24.023,1.409514,30.029,1.046256,30.029,0.8773602,24.023,3.954128,60.061,0,60.061,5.00001,,,,,60.062,12.27149,,,
24.026,1.408628,30.033,1.046051,30.033,0.8773627,24.026,3.952534,60.068,0,60.068,5.00001,,,,,60.069,12.27143,,,
24.029,1.407743,30.036,1.045963,30.036,0.8773522,24.029,3.950942,60.074,0,60.074,5.00001,,,,,60.075,12.27138,,,
24.031,1.406857,30.039,1.046533,30.039,0.8772684,24.031,3.949351,60.08,0,60.08,5.00001,,,,,60.081,12.27133,,,
24.034,1.405971,30.042,1.047103,30.042,0.8771845,24.034,3.947757,60.087,0,60.087,5.00001,,,,,60.088,12.27128,,,
24.036,1.405086,30.046,1.047673,30.046,0.8771006,24.036,3.946165,60.093,0,60.093,5.00001,,,,,60.094,12.27122,,,
24.039,1.404199,30.049,1.048244,30.049,0.8770167,24.039,3.944571,60.1,0,60.1,5.00001,,,,,60.101,12.27117,,,
24.041,1.403314,30.052,1.048814,30.052,0.8769328,24.041,3.94298,60.106,0,60.106,5.00001,,,,,60.107,12.27112,,,
24.044,1.402427,30.055,1.049384,30.055,0.8768489,24.044,3.941386,60.113,0,60.113,5.00001,,,,,60.114,12.27107,,,
24.047,1.401542,30.058,1.049954,30.058,0.8767651,24.047,3.939795,60.119,0,60.119,5.00001,,,,,60.12,12.271,,,
24.049,1.400657,30.062,1.050524,30.062,0.8766811,24.049,3.938203,60.125,0,60.125,5.00001,,,,,60.127,12.27093,,,
24.052,1.39977,30.065,1.051094,30.065,0.8765973,24.052,3.936609,60.132,0,60.132,5.00001,,,,,60.133,12.27086,,,
24.054,1.398885,30.068,1.051664,30.068,0.8765134,24.054,3.935018,60.138,0,60.138,5.00001,,,,,60.139,12.27078,,,
24.057,1.398168,30.071,1.052235,30.071,0.8764296,24.057,3.933494,60.145,0,60.145,5.00001,,,,,60.146,12.27071,,,
24.059,1.397542,30.074,1.052805,30.074,0.8763457,24.059,3.932009,60.151,0,60.151,5.00001,,,,,60.152,12.27064,,,
24.062,1.396914,30.078,1.053258,30.078,0.8762081,24.062,3.930522,60.158,0,60.158,5.00001,,,,,60.159,12.27057,,,
24.065,1.396288,30.081,1.053246,30.081,0.8758565,24.065,3.929038,60.164,0,60.164,5.00001,,,,,60.165,12.27049,,,
24.067,1.395661,30.084,1.053234,30.084,0.8755048,24.067,3.927553,60.171,0,60.171,5.00001,,,,,60.172,12.27042,,,
24.07,1.395034,30.087,1.053221,30.087,0.8751531,24.07,3.926067,60.177,0,60.177,5.00001,,,,,60.178,12.27035,,,
24.072,1.394407,30.091,1.053209,30.091,0.8748015,24.072,3.924582,60.183,0,60.183,5.00001,,,,,60.184,12.27027,,,
24.075,1.39378,30.094,1.053197,30.094,0.8744498,24.075,3.923095,60.19,0,60.19,5.00001,,,,,60.191,12.2702,,,
24.077,1.393153,30.097,1.053185,30.097,0.8740982,24.077,3.921611,60.196,0,60.196,5.00001,,,,,60.197,12.27013,,,
24.08,1.392525,30.1,1.053172,30.1,0.8737465,24.08,3.920124,60.203,0,60.203,5.00001,,,,,60.204,12.27006,,,
24.083,1.391899,30.103,1.05316,30.103,0.8733948,24.083,3.918639,60.209,0,60.209,5.00001,,,,,60.21,12.27,,,
24.085,1.391272,30.107,1.053148,30.107,0.8730428,24.085,3.917155,60.216,0,60.216,5.00001,,,,,60.217,12.26994,,,
24.088,1.390645,30.11,1.053136,30.11,0.8726911,24.088,3.915668,60.222,0,60.222,5.00001,,,,,60.223,12.26988,,,
24.09,1.389915,30.113,1.053123,30.113,0.8723394,24.09,3.914265,60.228,0,60.228,5.00001,,,,,60.229,12.26982,,,
24.093,1.389142,30.116,1.053111,30.116,0.8719878,24.093,3.912893,60.235,0,60.235,5.00001,,,,,60.236,12.26976,,,
24.095,1.38837,30.119,1.05314,30.119,0.8716967,24.095,3.911523,60.241,0,60.241,5.00001,,,,,60.242,12.26969,,,
24.098,1.387596,30.123,1.053294,30.123,0.8715944,24.098,3.910151,60.248,0,60.248,5.00001,,,,,60.249,12.26963,,,
24.101,1.386824,30.126,1.053448,30.126,0.871492,24.101,3.908781,60.254,0,60.254,5.00001,,,,,60.255,12.26957,,,
24.103,1.386052,30.129,1.053602,30.129,0.8713896,24.103,3.907411,60.261,0,60.261,5.00001,,,,,60.262,12.26951,,,
24.106,1.385279,30.132,1.053757,30.132,0.8712873,24.106,3.906039,60.267,0,60.267,5.00001,,,,,60.268,12.26945,,,
24.108,1.384507,30.136,1.053911,30.136,0.8711849,24.108,3.904669,60.273,0,60.273,5.00001,,,,,60.274,12.26939,,,
24.111,1.383734,30.139,1.054065,30.139,0.8710825,24.111,3.903297,60.28,0,60.28,5.00001,,,,,60.281,12.26933,,,
24.113,1.382962,30.142,1.054219,30.142,0.8709802,24.113,3.901927,60.286,0,60.286,5.00001,,,,,60.287,12.26926,,,
24.116,1.382189,30.145,1.054374,30.145,0.8708778,24.116,3.900555,60.293,0,60.293,5.00001,,,,,60.294,12.26917,,,
24.119,1.381417,30.148,1.054528,30.148,0.8707755,24.119,3.899185,60.299,0,60.299,5.00001,,,,,60.3,12.26909,,,
24.121,1.380645,30.152,1.054682,30.152,0.8706731,24.121,3.897815,60.306,0,60.306,5.00001,,,,,60.307,12.26901,,,
24.124,1.379891,30.155,1.054836,30.155,0.8705707,24.124,3.896526,60.312,0,60.312,5.00001,,,,,60.313,12.26893,,,
24.126,1.379145,30.158,1.054991,30.158,0.8704684,24.126,3.895266,60.318,0,60.318,5.00001,,,,,60.319,12.26885,,,
24.129,1.378398,30.161,1.055245,30.161,0.8703863,24.129,3.894004,60.325,0,60.325,5.00001,,,,,60.326,12.26877,,,
24.131,1.377652,30.164,1.055737,30.164,0.870352,24.131,3.892745,60.331,0,60.331,5.00001,,,,,60.332,12.26869,,,
24.134,1.376905,30.168,1.056229,30.168,0.8703177,24.134,3.891483,60.338,0,60.338,4.912735,,,,,60.339,12.26861,,,
24.137,1.376159,30.171,1.05672,30.171,0.8702834,24.137,3.890223,60.344,0,60.344,4.784559,,,,,60.345,12.26853,,,
24.139,1.375413,30.174,1.057212,30.174,0.8702492,24.139,3.888963,60.351,0,60.351,4.656384,,,,,60.352,12.26845,,,
24.142,1.374665,30.177,1.057703,30.177,0.8702149,24.142,3.887702,60.357,0,60.357,4.528208,,,,,60.358,12.26837,,,
24.144,1.373919,30.181,1.058195,30.181,0.8701807,24.144,3.886442,60.363,0,60.363,4.400033,,,,,60.364,12.26829,,,
24.147,1.373172,30.184,1.058686,30.184,0.8701464,24.147,3.885181,60.37,0,60.37,4.269978,,,,,60.371,12.26781,,,
24.149,1.372426,30.187,1.059177,30.187,0.8701121,24.149,3.883921,60.376,0,60.376,4.114486,,,,,60.377,12.26748,,,
24.152,1.371679,30.19,1.059669,30.19,0.8700778,24.152,3.882659,60.383,0,60.383,3.95881,,,,,60.384,12.26747,,,
24.155,1.370933,30.193,1.06016,30.193,0.8700436,24.155,3.8814,60.389,0,60.389,3.803318,,,,,60.39,12.26746,,,
24.157,1.370396,30.197,1.060652,30.197,0.8700093,24.157,3.880207,60.396,0,60.396,3.647827,,,,,60.397,12.26744,,,
24.16,1.369905,30.2,1.061143,30.2,0.869975,24.16,3.879029,60.402,0,60.402,3.492335,,,,,60.403,12.26743,,,
24.162,1.369415,30.203,1.061539,30.203,0.8700026,24.162,3.877852,60.409,0,60.409,3.336843,,,,,60.41,12.26741,,,
24.165,1.368925,30.206,1.061771,30.206,0.8701364,24.165,3.876673,60.415,0,60.415,3.181351,,,,,60.416,12.2674,,,
24.168,1.368435,30.21,1.062003,30.21,0.8702703,24.168,3.875497,60.421,0,60.421,3.02586,,,,,60.422,12.26738,,,
24.17,1.367945,30.213,1.062234,30.213,0.8704042,24.17,3.874318,60.428,0,60.428,3.045797,,,,,60.429,12.26737,,,
24.173,1.367455,30.216,1.062466,30.216,0.870538,24.173,3.873142,60.434,0,60.434,3.203624,,,,,60.435,12.26735,,,
24.175,1.366965,30.219,1.062698,30.219,0.8706719,24.175,3.871965,60.441,0,60.441,3.361452,,,,,60.442,12.26734,,,
24.178,1.366475,30.222,1.06293,30.222,0.8708059,24.178,3.870786,60.447,0,60.447,3.519279,,,,,60.448,12.26733,,,
24.18,1.365985,30.226,1.063161,30.226,0.8709397,24.18,3.86961,60.454,0,60.454,3.677106,,,,,60.455,12.26731,,,
24.183,1.365495,30.229,1.063393,30.229,0.8710735,24.183,3.868431,60.46,0,60.46,3.834934,,,,,60.461,12.26727,,,
24.186,1.365005,30.232,1.063625,30.232,0.8712074,24.186,3.867254,60.466,0,60.466,3.992761,,,,,60.467,12.26721,,,
24.188,1.364515,30.235,1.063857,30.235,0.8713412,24.188,3.866076,60.473,0,60.473,4.150588,,,,,60.474,12.26714,,,
24.191,1.364169,30.238,1.064088,30.238,0.8714751,24.191,3.864958,60.479,0,60.479,4.308415,,,,,60.48,12.26708,,,
24.193,1.363844,30.242,1.06432,30.242,0.8716089,24.193,3.863848,60.486,0,60.486,4.46643,,,,,60.487,12.26702,,,
24.196,1.363518,30.245,1.061079,30.245,0.8736896,24.196,3.862737,60.492,0,60.492,4.624258,,,,,60.493,12.26695,,,
24.198,1.363193,30.248,1.058245,30.248,0.8741256,24.198,3.861628,60.499,0,60.499,4.782085,,,,,60.5,12.26689,,,
24.201,1.362867,30.251,1.062312,30.251,0.8683488,24.201,3.860517,60.505,0,60.505,4.939912,,,,,60.506,12.26682,,,
24.204,1.362542,30.255,1.043325,30.255,0.8801832,24.204,3.859407,60.511,0,60.511,5.00001,,,,,60.512,12.26676,,,
24.206,1.362216,30.258,1.02613,30.258,0.8756357,24.206,3.858296,60.518,0,60.518,5.00001,,,,,60.519,12.2667,,,
24.209,1.361891,30.261,1.030366,30.261,0.8786187,24.209,3.857186,60.524,0,60.524,5.00001,,,,,60.525,12.26663,,,
24.211,1.361565,30.264,1.024311,30.264,0.8751794,24.211,3.856076,60.531,0,60.531,5.00001,,,,,60.532,12.26657,,,
24.214,1.361239,30.267,1.039425,30.267,0.8676459,24.214,3.854965,60.537,0,60.537,5.00001,,,,,60.538,12.2665,,,
24.216,1.360914,30.271,1.033269,30.271,0.8605343,24.216,3.853856,60.544,0,60.544,5.00001,,,,,60.545,12.26644,,,
24.219,1.360588,30.274,1.049027,30.274,0.8632652,24.219,3.852744,60.55,0,60.55,5.00001,,,,,60.551,12.26637,,,
24.222,1.360263,30.277,1.033283,30.277,0.8602152,24.222,3.851635,60.556,0,60.556,5.00001,,,,,60.557,12.26631,,,
24.224,1.359933,30.28,1.026551,30.28,0.868063,24.224,3.850508,60.563,0,60.563,5.00001,,,,,60.564,12.26624,,,
24.227,1.359602,30.283,1.030676,30.283,0.8724641,24.227,3.849381,60.569,0,60.569,5.00001,,,,,60.57,12.26618,,,
24.229,1.359272,30.287,1.04244,30.287,0.8668972,24.229,3.848255,60.576,0,60.576,5.00001,,,,,60.577,12.26612,,,
24.232,1.358942,30.29,1.047601,30.29,0.8694235,24.232,3.847126,60.582,0,60.582,5.00001,,,,,60.583,12.26605,,,
24.234,1.358612,30.293,1.046775,30.293,0.875316,24.234,3.846,60.589,0,60.589,5.00001,,,,,60.59,12.26599,,,
24.237,1.358281,30.296,1.040382,30.296,0.872913,24.237,3.844872,60.595,0,60.595,5.00001,,,,,60.596,12.26592,,,
24.24,1.357951,30.3,1.045515,30.3,0.8728871,24.24,3.843745,60.601,0,60.601,5.00001,,,,,60.602,12.26585,,,
24.242,1.35762,30.303,1.065176,30.303,0.8633131,24.242,3.842617,60.608,0,60.608,5.00001,,,,,60.609,12.26579,,,
24.245,1.35729,30.306,1.053081,30.306,0.8919101,24.245,3.84149,60.614,0,60.614,5.00001,,,,,60.615,12.26573,,,
24.247,1.35696,30.309,1.0663,30.309,0.8838327,24.247,3.840364,60.621,0,60.621,5.00001,,,,,60.622,12.26566,,,
24.25,1.356629,30.312,1.072201,30.312,0.8833568,24.25,3.839235,60.627,0,60.627,5.00001,,,,,60.628,12.2656,,,
24.252,1.356299,30.316,1.064151,30.316,0.8792251,24.252,3.838109,60.634,0,60.634,5.00001,,,,,60.635,12.26554,,,
24.255,1.355968,30.319,1.059402,30.319,0.8766246,24.255,3.83698,60.64,0,60.64,5.00001,,,,,60.641,12.26548,,,
24.258,1.355576,30.322,1.057181,30.322,0.8791412,24.258,3.835846,60.646,0,60.646,5.00001,,,,,60.648,12.26543,,,
24.26,1.355181,30.325,1.064001,30.325,0.87713,24.26,3.83471,60.653,0,60.653,5.00001,,,,,60.654,12.26537,,,
24.263,1.354788,30.329,1.053731,30.329,0.8792502,24.263,3.833575,60.659,0,60.659,5.00001,,,,,60.66,12.26531,,,
24.265,1.354394,30.332,1.095633,30.332,0.9028082,24.265,3.83244,60.666,0,60.666,5.00001,,,,,60.667,12.26525,,,
24.268,1.354,30.335,1.114691,30.335,0.9023517,24.268,3.831304,60.672,0,60.672,5.00001,,,,,60.673,12.26519,,,
24.27,1.353606,30.338,1.094128,30.338,0.8884585,24.27,3.830169,60.679,0,60.679,5.00001,,,,,60.68,12.26513,,,
24.273,1.353212,30.341,1.075731,30.341,0.8819608,24.273,3.829033,60.685,0,60.685,5.00001,,,,,60.686,12.26508,,,
24.276,1.352818,30.345,1.106634,30.345,0.8789278,24.276,3.827899,60.692,0,60.692,5.00001,,,,,60.693,12.26502,,,
24.278,1.352424,30.348,1.131205,30.348,0.8962194,24.278,3.826762,60.698,0,60.698,5.00001,,,,,60.699,12.26496,,,
24.281,1.35203,30.351,1.177537,30.351,0.8910231,24.281,3.825628,60.704,0,60.704,5.00001,,,,,60.705,12.2649,,,
24.283,1.351636,30.354,1.230697,30.354,0.8425041,24.283,3.824493,60.711,0,60.711,5.00001,,,,,60.712,12.26485,,,
24.286,1.351242,30.357,1.387132,30.357,0.7959996,24.286,3.823357,60.717,0,60.717,5.00001,,,,,60.718,12.26479,,,
