Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,
UV 1_280,,UV 2_254,,UV 3_295,,Cond,,System flow,,Fraction,,Injection,,pH,,
ml,mAU,ml,mAU,ml,mAU,ml,mS/cm,ml,ml/min,ml,Fraction,ml,Injection,ml,,
23.427,1.040954,,,,,23.427,3.408382,,,,,,,,,
23.428,1.04087,,,,,23.428,3.40825,,,,,,,,,
23.429,1.040029,,,,,23.429,3.40815,,,,,,,,,
23.43,1.039172,,,,,23.43,3.408053,,,,,,,,,
23.431,1.037929,,,,,23.431,3.407984,,,,,,,,,
23.431,1.0365,,,,,23.432,3.407935,,,,,,,,,
23.432,1.035201,,,,,23.433,3.407877,,,,,,,,,
23.433,1.034127,,,,,23.434,3.407794,,,,,,,,,
23.434,1.033127,,,,,23.434,3.407712,,,,,,,,,
23.435,1.033242,,,,,23.435,3.40768,,,,,,,,,
23.436,1.033357,,,,,23.436,3.407649,,,,,,,,,
23.437,1.033983,,,,,23.437,3.407608,,,,,,,,,
23.437,1.034773,,,,,23.438,3.40756,,,,,,,,,
23.438,1.035574,,,,,23.439,3.407488,,,,,,,,,
23.439,1.036387,,,,,23.44,3.40737,,,,,,,,,
23.44,1.037199,,,,,23.44,3.407253,,,,,,,,,
23.441,1.038004,,,,,23.441,3.407157,,,,,,,,,
23.442,1.038808,,,,,23.442,3.407062,,,,,,,,,
23.443,1.03958,,,,,23.443,3.406958,,,,,,,,,
23.444,1.040345,,,,,23.444,3.40685,,,,,,,,,
23.444,1.040818,,,,,23.445,3.406736,,,,,,,,,
23.445,1.041026,,,,,23.446,3.406615,,,,,,,,,
23.446,1.041286,,,,,23.447,3.406493,,,,,,,,,
23.447,1.041742,,,,,23.447,3.406369,,,,,,,,,
23.448,1.042199,,,,,23.448,3.406246,,,,,,,,,
23.449,1.042112,,,,,23.449,3.406193,,,,,,,,,
23.45,1.04197,,,,,23.45,3.406156,,,,,,,,,
23.45,1.041315,,,,,23.451,3.406117,,,,,,,,,
23.451,1.040335,,,,,23.452,3.406075,,,,,,,,,
23.452,1.039451,,,,,23.453,3.406021,,,,,,,,,
23.453,1.038779,,,,,23.453,3.405922,,,,,,,,,
23.454,1.038108,,,,,23.454,3.405823,,,,,,,,,
23.455,1.037657,,,,,23.455,3.405708,,,,,,,,,
23.456,1.037206,,,,,23.456,3.405592,,,,,,,,,
23.457,1.036691,,,,,23.457,3.405508,,,,,,,,,
23.457,1.036147,,,,,23.458,3.405444,,,,,,,,,
23.458,1.035371,,,,,23.459,3.405382,,,,,,,,,
23.459,1.034231,,,,,23.46,3.405328,,,,,,,,,
23.46,1.033132,,,,,23.46,3.405273,,,,,,,,,
23.461,1.032476,,,,,23.461,3.405194,,,,,,,,,
23.462,1.03182,,,,,23.462,3.405115,,,,,,,,,
23.463,1.031882,,,,,23.463,3.405056,,,,,,,,,
23.463,1.032152,,,,,23.464,3.405005,,,,,,,,,
23.464,1.033076,,,,,23.465,3.404944,,,,,,,,,
23.465,1.034743,,,,,23.466,3.404866,,,,,,,,,
23.466,1.036367,,,,,23.466,3.404789,,,,,,,,,
23.467,1.037775,,,,,23.467,3.404714,,,,,,,,,
23.468,1.039183,,,,,23.468,3.404639,,,,,,,,,
23.469,1.039975,,,,,23.469,3.404563,,,,,,,,,
23.47,1.040667,,,,,23.47,3.404487,,,,,,,,,
23.47,1.041002,,,,,23.471,3.404396,,,,,,,,,
23.471,1.041051,,,,,23.472,3.404287,,,,,,,,,
23.472,1.040701,,,,,23.473,3.404181,,,,,,,,,
23.473,1.039105,,,,,23.473,3.404096,,,,,,,,,
23.474,1.037509,,,,,23.474,3.404011,,,,,,,,,
23.475,1.035764,,,,,23.475,3.403912,,,,,,,,,
23.476,1.033994,,,,,23.476,3.403809,,,,,,,,,
23.476,1.031818,,,,,23.477,3.40369,,,,,,,,,
23.477,1.029319,,,,,23.478,3.403552,,,,,,,,,
23.478,1.02713,,,,,23.479,3.403422,,,,,,,,,
23.479,1.025903,,,,,23.479,3.403336,,,,,,,,,
23.48,1.024676,,,,,23.48,3.40325,,,,,,,,,
23.481,1.024546,,,,,23.481,3.403192,,,,,,,,,
23.482,1.024486,,,,,23.482,3.403139,,,,,,,,,
23.482,1.02497,,,,,23.483,3.403068,,,,,,,,,
23.483,1.025768,,,,,23.484,3.402981,,,,,,,,,
23.484,1.026981,,,,,23.485,3.402898,,,,,,,,,
23.485,1.029065,,,,,23.486,3.402825,,,,,,,,,
23.486,1.031139,,,,,23.486,3.402753,,,,,,,,,
23.487,1.032533,,,,,23.487,3.402702,,,,,,,,,
23.488,1.033927,,,,,23.488,3.402653,,,,,,,,,
23.489,1.035818,,,,,23.489,3.402608,,,,,,,,,
23.489,1.037916,,,,,23.49,3.402565,,,,,,,,,
23.49,1.039602,,,,,23.491,3.402521,,,,,,,,,
23.491,1.040691,,,,,23.492,3.402477,,,,,,,,,
23.492,1.041745,,,,,23.492,3.402433,,,,,,,,,
23.493,1.042458,,,,,23.493,3.402356,,,,,,,,,
23.494,1.043171,,,,,23.494,3.402279,,,,,,,,,
23.495,1.043293,,,,,23.495,3.402207,,,,,,,,,
23.495,1.043252,,,,,23.496,3.402137,,,,,,,,,
23.496,1.04281,,,,,23.497,3.402056,,,,,,,,,
23.497,1.041925,,,,,23.498,3.401958,,,,,,,,,
23.498,1.041091,,,,,23.499,3.401858,,,,,,,,,
23.499,1.040503,,,,,23.499,3.401748,,,,,,,,,
23.5,1.039915,,,,,23.5,3.401639,,,,,,,,,
23.501,1.038255,,,,,23.501,3.401553,,,,,,,,,
23.502,1.036432,,,,,23.502,3.401474,,,,,,,,,
23.502,1.034957,,,,,23.503,3.401403,,,,,,,,,
23.503,1.033745,,,,,23.504,3.401343,,,,,,,,,
23.504,1.032683,,,,,23.505,3.401283,,,,,,,,,
23.505,1.032062,,,,,23.505,3.401232,,,,,,,,,
23.506,1.03144,,,,,23.506,3.401181,,,,,,,,,
23.507,1.03069,,,,,23.507,3.401119,,,,,,,,,
23.508,1.029932,,,,,23.508,3.401055,,,,,,,,,
23.508,1.030066,,,,,23.509,3.40098,,,,,,,,,
23.509,1.030699,,,,,23.51,3.400895,,,,,,,,,
23.51,1.031009,,,,,23.511,3.40081,,,,,,,,,
23.511,1.030674,,,,,23.511,3.400725,,,,,,,,,
23.512,1.030375,,,,,23.512,3.400639,,,,,,,,,
23.513,1.031379,,,,,23.513,3.400537,,,,,,,,,
23.514,1.032383,,,,,23.514,3.400435,,,,,,,,,
23.515,1.033802,,,,,23.515,3.400331,,,,,,,,,
23.515,1.035381,,,,,23.516,3.400227,,,,,,,,,
23.516,1.036184,,,,,23.517,3.400119,,,,,,,,,
23.517,1.03589,,,,,23.518,3.400006,,,,,,,,,
23.518,1.035544,,,,,23.518,3.399893,,,,,,,,,
23.519,1.034747,,,,,23.519,3.399821,,,,,,,,,
23.52,1.033949,,,,,23.52,3.39975,,,,,,,,,
23.521,1.032964,,,,,23.521,3.39967,,,,,,,,,
23.521,1.031933,,,,,23.522,3.399586,,,,,,,,,
23.522,1.031376,,,,,23.523,3.399493,,,,,,,,,
23.523,1.031308,,,,,23.524,3.399388,,,,,,,,,
23.524,1.03139,,,,,23.524,3.399287,,,,,,,,,
23.525,1.03215,,,,,23.525,3.399225,,,,,,,,,
23.526,1.032911,,,,,23.526,3.399163,,,,,,,,,
23.527,1.032154,,,,,23.527,3.399095,,,,,,,,,
23.528,1.031135,,,,,23.528,3.399024,,,,,,,,,
23.528,1.03027,,,,,23.529,3.398942,,,,,,,,,
23.529,1.029564,,,,,23.53,3.398844,,,,,,,,,
23.53,1.029067,,,,,23.531,3.39875,,,,,,,,,
23.531,1.029493,,,,,23.531,3.398693,,,,,,,,,
23.532,1.029919,,,,,23.532,3.398636,,,,,,,,,
23.533,1.030651,,,,,23.533,3.398566,,,,,,,,,
23.534,1.031423,,,,,23.534,3.398494,,,,,,,,,
23.534,1.032292,,,,,23.535,3.398414,,,,,,,,,
23.535,1.033231,,,,,23.536,3.398325,,,,,,,,,
23.536,1.034003,,,,,23.537,3.398236,,,,,,,,,
23.537,1.034318,,,,,23.537,3.398149,,,,,,,,,
23.538,1.034633,,,,,23.538,3.398061,,,,,,,,,
23.539,1.034627,,,,,23.539,3.397994,,,,,,,,,
23.54,1.034606,,,,,23.54,3.39793,,,,,,,,,
23.541,1.035235,,,,,23.541,3.397858,,,,,,,,,
23.541,1.036209,,,,,23.542,3.397779,,,,,,,,,
23.542,1.037682,,,,,23.543,3.397709,,,,,,,,,
23.543,1.040099,,,,,23.544,3.397663,,,,,,,,,
23.544,1.042473,,,,,23.544,3.397616,,,,,,,,,
23.545,1.04369,,,,,23.545,3.397558,,,,,,,,,
23.546,1.044906,,,,,23.546,3.397499,,,,,,,,,
23.547,1.045588,,,,,23.547,3.397462,,,,,,,,,
23.547,1.046071,,,,,23.548,3.397437,,,,,,,,,
23.548,1.046491,,,,,23.549,3.397402,,,,,,,,,
23.549,1.046823,,,,,23.55,3.397345,,,,,,,,,
23.55,1.047161,,,,,23.55,3.397285,,,,,,,,,
23.551,1.047543,,,,,23.551,3.397146,,,,,,,,,
23.552,1.047926,,,,,23.552,3.397007,,,,,,,,,
23.553,1.047145,,,,,23.553,3.396959,,,,,,,,,
23.553,1.046096,,,,,23.554,3.396946,,,,,,,,,
23.554,1.04393,,,,,23.555,3.396927,,,,,,,,,
23.555,1.040646,,,,,23.556,3.396898,,,,,,,,,
23.556,1.037448,,,,,23.557,3.39686,,,,,,,,,
23.557,1.034601,,,,,23.557,3.396727,,,,,,,,,
23.558,1.031755,,,,,23.558,3.396594,,,,,,,,,
23.559,1.030426,,,,,23.559,3.396549,,,,,,,,,
23.56,1.029318,,,,,23.56,3.396528,,,,,,,,,
23.56,1.028517,,,,,23.561,3.396476,,,,,,,,,
23.561,1.027954,,,,,23.562,3.39639,,,,,,,,,
23.562,1.02743,,,,,23.563,3.396308,,,,,,,,,
23.563,1.027019,,,,,23.563,3.396246,,,,,,,,,
23.564,1.026608,,,,,23.564,3.396184,,,,,,,,,
23.565,1.027253,,,,,23.565,3.39611,,,,,,,,,
23.566,1.027955,,,,,23.566,3.396035,,,,,,,,,
23.566,1.029901,,,,,23.567,3.395962,,,,,,,,,
23.567,1.032524,,,,,23.568,3.395891,,,,,,,,,
23.568,1.035141,,,,,23.569,3.395818,,,,,,,,,
23.569,1.037742,,,,,23.57,3.395736,,,,,,,,,
23.57,1.040309,,,,,23.57,3.395653,,,,,,,,,
23.571,1.041716,,,,,23.571,3.395617,,,,,,,,,
23.572,1.043122,,,,,23.572,3.395584,,,,,,,,,
23.573,1.044158,,,,,23.573,3.395517,,,,,,,,,
23.573,1.045055,,,,,23.574,3.39543,,,,,,,,,
23.574,1.046026,,,,,23.575,3.395351,,,,,,,,,
23.575,1.047098,,,,,23.576,3.395284,,,,,,,,,
23.576,1.048185,,,,,23.576,3.395218,,,,,,,,,
23.577,1.049388,,,,,23.577,3.395174,,,,,,,,,
23.578,1.050591,,,,,23.578,3.395131,,,,,,,,,
23.579,1.050828,,,,,23.579,3.395053,,,,,,,,,
23.579,1.050839,,,,,23.58,3.394963,,,,,,,,,
23.58,1.049685,,,,,23.581,3.39487,,,,,,,,,
23.581,1.047039,,,,,23.582,3.394772,,,,,,,,,
23.582,1.044521,,,,,23.582,3.394674,,,,,,,,,
23.583,1.043017,,,,,23.583,3.394586,,,,,,,,,
23.584,1.041513,,,,,23.584,3.394497,,,,,,,,,
23.585,1.040545,,,,,23.585,3.394393,,,,,,,,,
23.586,1.039706,,,,,23.586,3.394282,,,,,,,,,
23.586,1.038746,,,,,23.587,3.394181,,,,,,,,,
23.587,1.037665,,,,,23.588,3.394095,,,,,,,,,
23.588,1.036582,,,,,23.589,3.394014,,,,,,,,,
23.589,1.035482,,,,,23.589,3.393969,,,,,,,,,
23.59,1.034383,,,,,23.59,3.393924,,,,,,,,,
23.591,1.032992,,,,,23.591,3.393852,,,,,,,,,
23.592,1.031561,,,,,23.592,3.393772,,,,,,,,,
23.592,1.031061,,,,,23.593,3.3937,,,,,,,,,
23.593,1.031238,,,,,23.594,3.393634,,,,,,,,,
23.594,1.03142,,,,,23.595,3.393574,,,,,,,,,
23.595,1.031615,,,,,23.595,3.393533,,,,,,,,,
23.596,1.031811,,,,,23.596,3.393491,,,,,,,,,
23.597,1.031529,,,,,23.597,3.393423,,,,,,,,,
23.598,1.031228,,,,,23.598,3.39335,,,,,,,,,
23.599,1.031815,,,,,23.599,3.393284,,,,,,,,,
23.599,1.032862,,,,,23.6,3.393223,,,,,,,,,
23.6,1.033705,,,,,23.601,3.393159,,,,,,,,,
23.601,1.034169,,,,,23.602,3.393089,,,,,,,,,
23.602,1.03462,,,,,23.602,3.393018,,,,,,,,,
23.603,1.03477,,,,,23.603,3.392982,,,,,,,,,
23.604,1.03492,,,,,23.604,3.392949,,,,,,,,,
23.605,1.035122,,,,,23.605,3.392911,,,,,,,,,
23.605,1.035342,,,,,23.606,3.392871,,,,,,,,,
23.606,1.035751,,,,,23.607,3.392833,,,,,,,,,
23.607,1.036413,,,,,23.608,3.392798,,,,,,,,,
23.608,1.037131,,,,,23.608,3.392762,,,,,,,,,
23.609,1.038266,,,,,23.609,3.392665,,,,,,,,,
23.61,1.039401,,,,,23.61,3.392568,,,,,,,,,
23.611,1.039544,,,,,23.611,3.392486,,,,,,,,,
23.612,1.039458,,,,,23.612,3.392408,,,,,,,,,
23.612,1.040125,,,,,23.613,3.392332,,,,,,,,,
23.613,1.041525,,,,,23.614,3.392256,,,,,,,,,
23.614,1.042757,,,,,23.615,3.392182,,,,,,,,,
23.615,1.0433,,,,,23.615,3.392128,,,,,,,,,
23.616,1.043843,,,,,23.616,3.392075,,,,,,,,,
23.617,1.043306,,,,,23.617,3.391999,,,,,,,,,
23.618,1.042649,,,,,23.618,3.391918,,,,,,,,,
23.618,1.041927,,,,,23.619,3.391839,,,,,,,,,
23.619,1.041161,,,,,23.62,3.391761,,,,,,,,,
23.62,1.040318,,,,,23.621,3.391686,,,,,,,,,
23.621,1.039279,,,,,23.621,3.391621,,,,,,,,,
23.622,1.03824,,,,,23.622,3.391556,,,,,,,,,
23.623,1.037092,,,,,23.623,3.391503,,,,,,,,,
23.624,1.035941,,,,,23.624,3.391451,,,,,,,,,
23.624,1.033639,,,,,23.625,3.391405,,,,,,,,,
23.625,1.030759,,,,,23.626,3.391363,,,,,,,,,
23.626,1.028237,,,,,23.627,3.391312,,,,,,,,,
23.627,1.026354,,,,,23.628,3.391234,,,,,,,,,
23.628,1.024586,,,,,23.628,3.391157,,,,,,,,,
23.629,1.024774,,,,,23.629,3.391059,,,,,,,,,
23.63,1.024962,,,,,23.63,3.39096,,,,,,,,,
23.631,1.025328,,,,,23.631,3.390887,,,,,,,,,
23.631,1.025754,,,,,23.632,3.390828,,,,,,,,,
23.632,1.025971,,,,,23.633,3.39076,,,,,,,,,
23.633,1.025929,,,,,23.634,3.390674,,,,,,,,,
23.634,1.025873,,,,,23.634,3.390588,,,,,,,,,
23.635,1.025602,,,,,23.635,3.390532,,,,,,,,,
23.636,1.025331,,,,,23.636,3.390477,,,,,,,,,
23.637,1.026819,,,,,23.637,3.390425,,,,,,,,,
23.637,1.028896,,,,,23.638,3.390376,,,,,,,,,
23.638,1.030887,,,,,23.639,3.390309,,,,,,,,,
23.639,1.032771,,,,,23.64,3.390211,,,,,,,,,
23.64,1.034509,,,,,23.641,3.390115,,,,,,,,,
23.641,1.035308,,,,,23.641,3.390047,,,,,,,,,
23.642,1.036107,,,,,23.642,3.389979,,,,,,,,,
23.643,1.036987,,,,,23.643,3.389912,,,,,,,,,
23.644,1.037884,,,,,23.644,3.389845,,,,,,,,,
23.644,1.03918,,,,,23.645,3.389766,,,,,,,,,
23.645,1.040843,,,,,23.646,3.389669,,,,,,,,,
23.646,1.04257,,,,,23.647,3.389579,,,,,,,,,
23.647,1.044532,,,,,23.647,3.389533,,,,,,,,,
23.648,1.046494,,,,,23.648,3.389486,,,,,,,,,
23.649,1.046856,,,,,23.649,3.389451,,,,,,,,,
23.65,1.047055,,,,,23.65,3.389418,,,,,,,,,
23.65,1.04604,,,,,23.651,3.38938,,,,,,,,,
23.651,1.044207,,,,,23.652,3.389337,,,,,,,,,
23.652,1.042666,,,,,23.653,3.389278,,,,,,,,,
23.653,1.041834,,,,,23.653,3.38916,,,,,,,,,
23.654,1.041001,,,,,23.654,3.389042,,,,,,,,,
23.655,1.040771,,,,,23.655,3.389006,,,,,,,,,
23.656,1.040547,,,,,23.656,3.388978,,,,,,,,,
23.657,1.03985,,,,,23.657,3.388915,,,,,,,,,
23.657,1.038927,,,,,23.658,3.388827,,,,,,,,,
23.658,1.037948,,,,,23.659,3.388738,,,,,,,,,
23.659,1.036873,,,,,23.66,3.388648,,,,,,,,,
23.66,1.035847,,,,,23.66,3.388557,,,,,,,,,
23.661,1.035551,,,,,23.661,3.388478,,,,,,,,,
23.662,1.035255,,,,,23.662,3.388398,,,,,,,,,
23.663,1.036001,,,,,23.663,3.388318,,,,,,,,,
23.663,1.037092,,,,,23.664,3.388236,,,,,,,,,
23.664,1.038558,,,,,23.665,3.388173,,,,,,,,,
23.665,1.040481,,,,,23.666,3.388141,,,,,,,,,
23.666,1.042327,,,,,23.666,3.388108,,,,,,,,,
23.667,1.043696,,,,,23.667,3.388054,,,,,,,,,
23.668,1.045065,,,,,23.668,3.387999,,,,,,,,,
23.669,1.045697,,,,,23.669,3.387933,,,,,,,,,
23.67,1.046183,,,,,23.67,3.387864,,,,,,,,,
23.67,1.046454,,,,,23.671,3.387809,,,,,,,,,
23.671,1.046533,,,,,23.672,3.387774,,,,,,,,,
23.672,1.046064,,,,,23.673,3.387734,,,,,,,,,
23.673,1.043676,,,,,23.673,3.387664,,,,,,,,,
23.674,1.041289,,,,,23.674,3.387594,,,,,,,,,
23.675,1.039343,,,,,23.675,3.387502,,,,,,,,,
23.676,1.037432,,,,,23.676,3.387406,,,,,,,,,
23.676,1.036097,,,,,23.677,3.387332,,,,,,,,,
23.677,1.035136,,,,,23.678,3.38728,,,,,,,,,
23.678,1.034388,,,,,23.679,3.387243,,,,,,,,,
23.679,1.034127,,,,,23.679,3.387259,,,,,,,,,
23.68,1.033865,,,,,23.68,3.387275,,,,,,,,,
23.681,1.034559,,,,,23.681,3.387205,,,,,,,,,
23.682,1.035258,,,,,23.682,3.387126,,,,,,,,,
23.683,1.034326,,,,,23.683,3.387065,,,,,,,,,
23.683,1.032661,,,,,23.684,3.387015,,,,,,,,,
23.684,1.031994,,,,,23.685,3.386963,,,,,,,,,
23.685,1.03292,,,,,23.686,3.386906,,,,,,,,,
23.686,1.033825,,,,,23.686,3.38685,,,,,,,,,
23.687,1.034479,,,,,23.687,3.386792,,,,,,,,,
23.688,1.035133,,,,,23.688,3.386734,,,,,,,,,
23.689,1.034531,,,,,23.689,3.386665,,,,,,,,,
23.689,1.033374,,,,,23.69,3.38659,,,,,,,,,
23.69,1.031976,,,,,23.691,3.38652,,,,,,,,,
23.691,1.030198,,,,,23.692,3.38646,,,,,,,,,
23.692,1.028452,,,,,23.692,3.3864,,,,,,,,,
23.693,1.02709,,,,,23.693,3.386343,,,,,,,,,
23.694,1.025731,,,,,23.694,3.386286,,,,,,,,,
23.695,1.026248,,,,,23.695,3.386205,,,,,,,,,
23.695,1.027344,,,,,23.696,3.386113,,,,,,,,,
23.696,1.028607,,,,,23.697,3.386039,,,,,,,,,
23.697,1.030069,,,,,23.698,3.385996,,,,,,,,,
23.698,1.031454,,,,,23.699,3.38595,,,,,,,,,
23.699,1.032416,,,,,23.699,3.38586,,,,,,,,,
23.7,1.033378,,,,,23.7,3.385771,,,,,,,,,
23.701,1.034298,,,,,23.701,3.385682,,,,,,,,,
23.702,1.035212,,,,,23.702,3.385592,,,,,,,,,
23.702,1.036404,,,,,23.703,3.385503,,,,,,,,,
23.703,1.037833,,,,,23.704,3.385415,,,,,,,,,
23.704,1.03944,,,,,23.705,3.385338,,,,,,,,,
23.705,1.041643,,,,,23.705,3.385326,,,,,,,,,
23.706,1.043846,,,,,23.706,3.385314,,,,,,,,,
23.707,1.044079,,,,,23.707,3.385257,,,,,,,,,
23.708,1.044167,,,,,23.708,3.385191,,,,,,,,,
23.708,1.043725,,,,,23.709,3.385144,,,,,,,,,
23.709,1.042958,,,,,23.71,3.385112,,,,,,,,,
23.71,1.042555,,,,,23.711,3.385078,,,,,,,,,
23.711,1.042968,,,,,23.712,3.385037,,,,,,,,,
23.712,1.043382,,,,,23.712,3.384997,,,,,,,,,
23.713,1.044178,,,,,23.713,3.384948,,,,,,,,,
23.714,1.044976,,,,,23.714,3.384899,,,,,,,,,
23.715,1.045178,,,,,23.715,3.384838,,,,,,,,,
23.715,1.045118,,,,,23.716,3.38477,,,,,,,,,
23.716,1.044273,,,,,23.717,3.384684,,,,,,,,,
23.717,1.042214,,,,,23.718,3.384557,,,,,,,,,
23.718,1.040141,,,,,23.718,3.384431,,,,,,,,,
23.719,1.037919,,,,,23.719,3.384321,,,,,,,,,
23.72,1.035697,,,,,23.72,3.384211,,,,,,,,,
23.721,1.035194,,,,,23.721,3.384148,,,,,,,,,
23.721,1.035195,,,,,23.722,3.384105,,,,,,,,,
23.722,1.035203,,,,,23.723,3.384062,,,,,,,,,
23.723,1.035217,,,,,23.724,3.384018,,,,,,,,,
23.724,1.035207,,,,,23.724,3.383974,,,,,,,,,
23.725,1.035068,,,,,23.725,3.383919,,,,,,,,,
23.726,1.034928,,,,,23.726,3.383865,,,,,,,,,
23.727,1.035567,,,,,23.727,3.383822,,,,,,,,,
23.728,1.036335,,,,,23.728,3.383782,,,,,,,,,
23.728,1.037958,,,,,23.729,3.383747,,,,,,,,,
23.729,1.04027,,,,,23.73,3.383717,,,,,,,,,
23.73,1.042741,,,,,23.731,3.383681,,,,,,,,,
23.731,1.045686,,,,,23.731,3.383615,,,,,,,,,
23.732,1.04863,,,,,23.732,3.383549,,,,,,,,,
23.733,1.049516,,,,,23.733,3.383519,,,,,,,,,
23.734,1.050268,,,,,23.734,3.383496,,,,,,,,,
23.734,1.050661,,,,,23.735,3.383448,,,,,,,,,
23.735,1.050843,,,,,23.736,3.38338,,,,,,,,,
23.736,1.051086,,,,,23.737,3.383311,,,,,,,,,
23.737,1.051456,,,,,23.737,3.383237,,,,,,,,,
23.738,1.051809,,,,,23.738,3.383162,,,,,,,,,
23.739,1.051206,,,,,23.739,3.383076,,,,,,,,,
23.74,1.050603,,,,,23.74,3.382989,,,,,,,,,
23.741,1.049081,,,,,23.741,3.382909,,,,,,,,,
23.741,1.047168,,,,,23.742,3.382834,,,,,,,,,
23.742,1.045381,,,,,23.743,3.382766,,,,,,,,,
23.743,1.043848,,,,,23.744,3.38272,,,,,,,,,
23.744,1.042361,,,,,23.744,3.382675,,,,,,,,,
23.745,1.043112,,,,,23.745,3.382641,,,,,,,,,
23.746,1.043864,,,,,23.746,3.382607,,,,,,,,,
23.747,1.044182,,,,,23.747,3.382541,,,,,,,,,
23.747,1.044325,,,,,23.748,3.382456,,,,,,,,,
23.748,1.044083,,,,,23.749,3.382384,,,,,,,,,
23.749,1.043284,,,,,23.75,3.382341,,,,,,,,,
23.75,1.042462,,,,,23.75,3.382298,,,,,,,,,
23.751,1.04145,,,,,23.751,3.382231,,,,,,,,,
23.752,1.04044,,,,,23.752,3.382163,,,,,,,,,
23.753,1.040989,,,,,23.753,3.382092,,,,,,,,,
23.754,1.041957,,,,,23.754,3.382019,,,,,,,,,
23.754,1.043163,,,,,23.755,3.381961,,,,,,,,,
23.755,1.044622,,,,,23.756,3.381926,,,,,,,,,
23.756,1.04572,,,,,23.757,3.381889,,,,,,,,,
23.757,1.045156,,,,,23.757,3.38182,,,,,,,,,
23.758,1.044591,,,,,23.758,3.381751,,,,,,,,,
23.759,1.044299,,,,,23.759,3.381668,,,,,,,,,
23.76,1.044049,,,,,23.76,3.381582,,,,,,,,,
23.76,1.044718,,,,,23.761,3.381512,,,,,,,,,
23.761,1.046106,,,,,23.762,3.38146,,,,,,,,,
23.762,1.047571,,,,,23.763,3.381408,,,,,,,,,
23.763,1.049266,,,,,23.763,3.381357,,,,,,,,,
23.764,1.050961,,,,,23.764,3.381307,,,,,,,,,
23.765,1.051245,,,,,23.765,3.381259,,,,,,,,,
23.766,1.051457,,,,,23.766,3.381212,,,,,,,,,
23.766,1.050774,,,,,23.767,3.381133,,,,,,,,,
23.767,1.049581,,,,,23.768,3.381028,,,,,,,,,
23.768,1.048788,,,,,23.769,3.380934,,,,,,,,,
23.769,1.04881,,,,,23.77,3.380872,,,,,,,,,
23.77,1.048849,,,,,23.77,3.38081,,,,,,,,,
23.771,1.049545,,,,,23.771,3.380768,,,,,,,,,
23.772,1.050241,,,,,23.772,3.380727,,,,,,,,,
23.773,1.050061,,,,,23.773,3.380691,,,,,,,,,
23.773,1.049504,,,,,23.774,3.380659,,,,,,,,,
23.774,1.048863,,,,,23.775,3.380624,,,,,,,,,
23.775,1.048091,,,,,23.776,3.380581,,,,,,,,,
23.776,1.047428,,,,,23.776,3.380538,,,,,,,,,
23.777,1.047838,,,,,23.777,3.380477,,,,,,,,,
23.778,1.048248,,,,,23.778,3.380417,,,,,,,,,
23.779,1.048948,,,,,23.779,3.380384,,,,,,,,,
23.779,1.049731,,,,,23.78,3.380364,,,,,,,,,
23.78,1.050418,,,,,23.781,3.380332,,,,,,,,,
23.781,1.051,,,,,23.782,3.380281,,,,,,,,,
23.782,1.05164,,,,,23.783,3.38023,,,,,,,,,
23.783,1.052559,,,,,23.783,3.380175,,,,,,,,,
23.784,1.053478,,,,,23.784,3.380121,,,,,,,,,
23.785,1.054948,,,,,23.785,3.380053,,,,,,,,,
23.786,1.056508,,,,,23.786,3.379982,,,,,,,,,
23.786,1.058203,,,,,23.787,3.379899,,,,,,,,,
23.787,1.060004,,,,,23.788,3.379804,,,,,,,,,
23.788,1.061243,,,,,23.789,3.379719,,,,,,,,,
23.789,1.060784,,,,,23.789,3.379691,,,,,,,,,
23.79,1.060325,,,,,23.79,3.379663,,,,,,,,,
23.791,1.058912,,,,,23.791,3.379624,,,,,,,,,
23.792,1.057442,,,,,23.792,3.379583,,,,,,,,,
23.792,1.055766,,,,,23.793,3.379548,,,,,,,,,
23.793,1.053973,,,,,23.794,3.379516,,,,,,,,,
23.794,1.052172,,,,,23.795,3.379479,,,,,,,,,
23.795,1.050353,,,,,23.795,3.379411,,,,,,,,,
23.796,1.048534,,,,,23.796,3.379344,,,,,,,,,
23.797,1.046827,,,,,23.797,3.379278,,,,,,,,,
23.798,1.045127,,,,,23.798,3.379213,,,,,,,,,
23.799,1.043618,,,,,23.799,3.379186,,,,,,,,,
23.799,1.042218,,,,,23.8,3.379192,,,,,,,,,
23.8,1.041501,,,,,23.801,3.379185,,,,,,,,,
23.801,1.042166,,,,,23.802,3.379139,,,,,,,,,
23.802,1.042814,,,,,23.802,3.379094,,,,,,,,,
23.803,1.042664,,,,,23.803,3.37903,,,,,,,,,
23.804,1.042514,,,,,23.804,3.378963,,,,,,,,,
23.805,1.042387,,,,,23.805,3.378923,,,,,,,,,
23.805,1.042269,,,,,23.806,3.378897,,,,,,,,,
23.806,1.042198,,,,,23.807,3.378855,,,,,,,,,
23.807,1.042194,,,,,23.808,3.378779,,,,,,,,,
23.808,1.042164,,,,,23.808,3.378703,,,,,,,,,
23.809,1.041898,,,,,23.809,3.37864,,,,,,,,,
23.81,1.041631,,,,,23.81,3.378577,,,,,,,,,
23.811,1.04188,,,,,23.811,3.378494,,,,,,,,,
23.812,1.042266,,,,,23.812,3.378403,,,,,,,,,
23.812,1.041972,,,,,23.813,3.378332,,,,,,,,,
