Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,
UV 1_280,,UV 2_254,,UV 3_295,,Cond,,Conc B,,System flow,,Fraction,,Injection,,pH,,System pressure,,Cond temp,,
ml,mAU,ml,mAU,ml,mAU,ml,mS/cm,ml,%,ml,ml/min,ml,Fraction,ml,Injection,ml,,ml,MPa,ml,°C,
0.375,3.108753,0.468,68.77483,0.468,29.73858,0.375,3.418708,0.934,0,0.934,0.08800017,,,,,0.935,6.784277,0.375,0.1458871,1.874,24.22185,
0.378,3.499464,0.471,75.64842,0.471,32.44807,0.378,3.41858,0.94,0,0.94,0.08800017,,,,,0.941,6.787636,0.378,0.1462761,1.887,24.22245,
0.381,3.925869,0.474,83.04174,0.474,35.35797,0.381,3.418784,0.947,0,0.947,0.08800017,,,,,0.948,6.790904,0.381,0.146684,1.9,24.22215,
0.383,4.41542,0.477,91.03773,0.477,38.63763,0.383,3.418624,0.953,0,0.953,0.08800017,,,,,0.954,6.794653,0.383,0.1461604,1.912,24.22168,
0.386,4.963682,0.48,99.83817,0.48,42.12807,0.386,3.418749,0.96,0,0.96,0.08800017,,,,,0.961,6.798309,0.386,0.1466869,1.925,24.22147,
0.388,5.572037,0.484,109.3605,0.484,45.78337,0.388,3.418824,0.966,0,0.966,0.08800017,,,,,0.967,6.801832,0.388,0.1462913,1.938,24.22197,
0.391,6.238067,0.487,119.5298,0.487,49.76789,0.391,3.418754,0.972,0,0.972,0.08800017,,,,,0.974,6.805353,0.391,0.1466603,1.951,24.22239,
0.393,6.964866,0.49,130.4342,0.49,54.11545,0.393,3.418704,0.979,0,0.979,0.08800017,,,,,0.98,6.809176,0.393,0.1472175,1.964,24.22227,
0.396,7.773371,0.493,142.1983,0.493,58.67719,0.396,3.418709,0.985,0,0.985,0.08800017,,,,,0.986,6.813024,0.396,0.1472132,1.977,24.22178,
0.399,8.619462,0.497,154.7784,0.497,63.50691,0.399,3.418576,0.992,0,0.992,0.08800017,,,,,0.993,6.81687,0.399,0.1475065,1.99,24.22158,
0.401,9.553577,0.5,168.0792,0.5,68.7522,0.401,3.418544,0.998,0,0.998,0.08800017,,,,,0.999,6.820448,0.401,0.1473114,2.003,24.22256,
0.404,10.57063,0.503,182.3407,0.503,74.25092,0.404,3.418587,1.005,0,1.005,0.08800017,,,,,1.006,6.824184,0.404,0.1478778,2.015,24.22352,
0.406,11.6992,0.506,197.6375,0.506,80.01628,0.406,3.418572,1.011,0,1.011,0.08800017,,,,,1.012,6.828002,0.406,0.1475485,2.028,24.22495,
0.409,12.91237,0.509,213.2029,0.509,86.03844,0.409,3.418585,1.017,0,1.017,0.08800017,,,,,1.019,6.831871,0.409,0.1476898,2.041,24.22657,
0.411,14.25095,0.513,229.9345,0.513,92.63075,0.411,3.41856,1.024,0,1.024,0.08800017,,,,,1.025,6.835383,0.411,0.1475464,2.054,24.22854,
0.414,15.70327,0.516,248.0512,0.516,99.51224,0.414,3.418411,1.03,0,1.03,0.08800017,,,,,1.031,6.839046,0.414,0.1478649,2.067,24.22985,
0.417,17.26687,0.519,266.8157,0.519,106.7207,0.417,3.418342,1.037,0,1.037,0.08800017,,,,,1.038,6.842398,0.417,0.148007,2.08,24.23001,
0.419,18.93848,0.522,286.3198,0.522,114.2431,0.419,3.418482,1.043,0,1.043,0.08800017,,,,,1.044,6.84604,0.419,0.1476869,2.093,24.23004,
0.422,20.71807,0.525,306.8786,0.525,122.1117,0.422,3.418318,1.05,0,1.05,0.08800017,,,,,1.051,6.849328,0.422,0.1476853,2.105,24.23194,
0.424,22.58308,0.529,328.3246,0.529,130.2151,0.424,3.418246,1.056,0,1.056,0.08800017,,,,,1.057,6.852736,0.424,0.14811,2.118,24.23326,
0.427,24.6174,0.532,350.6057,0.532,138.746,0.427,3.418321,1.062,0,1.062,0.08800017,,,,,1.064,6.856174,0.427,0.1482976,2.131,24.23417,
0.429,26.75666,0.535,374.3053,0.535,148.0016,0.429,3.418399,1.069,0,1.069,0.08800017,,,,,1.07,6.859404,0.429,0.1478896,2.144,24.2351,
0.432,29.05989,0.538,399.5132,0.538,157.5142,0.432,3.418458,1.075,0,1.075,0.08800017,,,,,1.076,6.862416,0.432,0.1483192,2.157,24.23659,
0.435,31.50952,0.542,425.5559,0.542,167.3479,0.435,3.418429,1.082,0,1.082,0.08800017,,,,,1.083,6.865665,0.435,0.1481112,2.17,24.23868,
0.437,34.15013,0.545,451.9505,0.545,177.6375,0.437,3.418442,1.088,0,1.088,0.08800017,,,,,1.089,6.868397,0.437,0.1485483,2.183,24.24106,
0.44,36.93183,0.548,479.0835,0.548,187.9194,0.44,3.418489,1.095,0,1.095,0.08800017,,,,,1.096,6.871357,0.44,0.148308,2.195,24.24294,
0.442,39.81357,0.551,507.6983,0.551,198.3941,0.442,3.418291,1.101,0,1.101,0.08800017,,,,,1.102,6.874213,0.442,0.1485558,2.208,24.24558,
0.445,42.8527,0.554,536.8039,0.554,209.5669,0.445,3.418379,1.107,0,1.107,0.08800017,,,,,1.109,6.876836,0.445,0.148982,2.221,24.24834,
0.447,46.08915,0.558,566.7469,0.558,221.2196,0.447,3.418648,1.114,0,1.114,0.08800017,,,,,1.115,6.879613,0.447,0.1485939,2.234,24.25013,
0.45,49.53328,0.561,597.8723,0.561,233.162,0.45,3.418954,1.12,0,1.12,0.08800017,,,,,1.121,6.88205,0.45,0.1487485,2.247,24.25153,
0.453,53.1995,0.564,629.4803,0.564,244.9417,0.453,3.41906,1.127,0,1.127,0.08800017,,,,,1.128,6.88478,0.453,0.1489916,2.26,24.2526,
0.455,57.02593,0.567,662.0446,0.567,257.3813,0.455,3.419431,1.133,0,1.133,0.08800017,,,,,1.134,6.887053,0.455,0.1488272,2.273,24.25299,
0.458,61.19778,0.57,695.1018,0.57,270.213,0.458,3.419854,1.14,0,1.14,0.08800017,,,,,1.141,6.889596,0.458,0.1494346,2.285,24.25363,
0.46,65.70485,0.574,729.3226,0.574,283.0671,0.46,3.420264,1.146,0,1.146,0.08800017,,,,,1.147,6.891757,0.46,0.1493158,2.298,24.25476,
0.463,70.50739,0.577,764.5343,0.577,296.4537,0.463,3.420488,1.152,0,1.152,0.08800017,,,,,1.154,6.89415,0.463,0.1490561,2.311,24.25619,
0.465,75.69638,0.58,799.9521,0.58,310.2789,0.465,3.421259,1.159,0,1.159,0.08800017,,,,,1.16,6.896117,0.465,0.1489024,2.324,24.25743,
0.468,81.20667,0.583,835.7773,0.583,324.0453,0.468,3.422206,1.165,0,1.165,0.08800017,,,,,1.166,6.898238,0.468,0.1491868,2.337,24.25845,
0.471,87.12136,0.587,872.6459,0.587,337.5248,0.471,3.423194,1.172,0,1.172,0.08800017,,,,,1.173,6.900189,0.471,0.1495497,2.35,24.25925,
0.473,93.41615,0.59,908.9812,0.59,351.7605,0.473,3.424282,1.178,0,1.178,0.08800017,,,,,1.179,6.901939,0.473,0.1493773,2.363,24.2601,
0.476,100.1976,0.593,946.0923,0.593,366.315,0.476,3.425627,1.185,0,1.185,0.08800017,,,,,1.186,6.903903,0.476,0.1496432,2.375,24.26084,
0.478,107.3959,0.596,983.5611,0.596,380.6234,0.478,3.427216,1.191,0,1.191,0.08800017,,,,,1.192,6.905528,0.478,0.1492252,2.388,24.26204,
0.481,115.0822,0.599,1020.759,0.599,394.3938,0.481,3.429446,1.197,0,1.197,0.08800017,,,,,1.199,6.907068,0.481,0.1491438,2.401,24.26288,
0.483,123.2634,0.603,1053.815,0.603,408.0272,0.483,3.431278,1.204,0,1.204,0.08800017,,,,,1.205,6.908829,0.483,0.1494925,2.414,24.26466,
0.486,131.9761,0.606,1087.242,0.606,421.0164,0.486,3.433965,1.21,0,1.21,0.08800017,,,,,1.211,6.910232,0.486,0.1499663,2.427,24.26606,
0.489,141.1293,0.609,1121.152,0.609,434.6469,0.489,3.436955,1.217,0,1.217,0.08800017,,,,,1.218,6.911458,0.489,0.1493611,2.44,24.26586,
0.491,150.8005,0.612,1156.077,0.612,447.7036,0.491,3.440387,1.223,0,1.223,0.08800017,,,,,1.224,6.913076,0.491,0.1495627,2.453,24.26591,
0.494,160.8878,0.615,1190.48,0.615,462.1037,0.494,3.444341,1.23,0,1.23,0.08800017,,,,,1.231,6.914333,0.494,0.1501526,2.465,24.26598,
0.496,171.8337,0.619,1225.328,0.619,475.5544,0.496,3.448654,1.236,0,1.236,0.08800017,,,,,1.237,6.915338,0.496,0.1504374,2.478,24.26618,
0.499,183.0377,0.622,1260.415,0.622,488.1609,0.499,3.453711,1.242,0,1.242,0.08800017,,,,,1.244,6.916366,0.499,0.1501325,2.491,24.2669,
0.501,195.0392,0.625,1293.82,0.625,501.6362,0.501,3.459233,1.249,0,1.249,0.08800017,,,,,1.25,6.917506,0.501,0.1504398,2.504,24.2677,
0.504,207.4346,0.628,1327.182,0.628,515.2264,0.504,3.465658,1.255,0,1.255,0.08800017,,,,,1.256,6.91842,0.504,0.1506247,2.517,24.26904,
0.507,220.5701,0.632,1359.041,0.632,528.0101,0.507,3.472914,1.262,0,1.262,0.08800017,,,,,1.263,6.919391,0.507,0.1504483,2.53,24.2712,
0.509,233.8391,0.635,1390.624,0.635,540.8684,0.509,3.481029,1.268,0,1.268,0.08800017,,,,,1.269,6.920269,0.509,0.150666,2.543,24.2738,
0.512,248.2844,0.638,1420.097,0.638,552.9368,0.512,3.489987,1.275,0,1.275,0.08800017,,,,,1.276,6.920943,0.512,0.1508213,2.555,24.27606,
0.514,263.3992,0.641,1449.098,0.641,564.2778,0.514,3.500246,1.281,0,1.281,0.08800017,,,,,1.282,6.921906,0.514,0.1507858,2.568,24.27779,
0.517,279.1999,0.644,1478.006,0.644,575.7443,0.517,3.511621,1.287,0,1.287,0.08800017,,,,,1.289,6.922675,0.517,0.1505659,2.581,24.27948,
0.519,295.552,0.648,1506.911,0.648,587.2244,0.519,3.523896,1.294,0,1.294,0.08800017,,,,,1.295,6.923517,0.519,0.1506436,2.594,24.2812,
0.522,312.5214,0.651,1534.927,0.651,598.4413,0.522,3.53788,1.3,0,1.3,0.08800017,,,,,1.301,6.924141,0.522,0.1508882,2.607,24.28265,
0.525,330.0421,0.654,1562.835,0.654,610.6331,0.525,3.553272,1.307,0,1.307,0.08800017,,,,,1.308,6.924676,0.525,0.1508062,2.62,24.28367,
0.527,348.0381,0.657,1589.649,0.657,620.9396,0.527,3.569938,1.313,0,1.313,0.08800017,,,,,1.314,6.92516,0.527,0.1509607,2.633,24.2846,
0.53,366.8435,0.66,1615.81,0.66,632.0236,0.53,3.588413,1.32,0,1.32,0.08800017,,,,,1.321,6.925742,0.53,0.1514466,2.645,24.2846,
0.532,386.5529,0.664,1642.327,0.664,642.545,0.532,3.608947,1.326,0,1.326,0.08800017,,,,,1.327,6.926313,0.532,0.1515755,2.658,24.28477,
0.535,407.1631,0.667,1667.428,0.667,652.7297,0.535,3.631458,1.332,0,1.332,0.08800017,,,,,1.334,6.926895,0.535,0.1515689,2.671,24.28505,
0.537,428.643,0.67,1690.323,0.67,662.4528,0.537,3.656282,1.339,0,1.339,0.08800017,,,,,1.34,6.92738,0.537,0.151009,2.684,24.28513,
0.54,451.0294,0.673,1712.871,0.673,672.3721,0.54,3.68337,1.345,0,1.345,0.08800017,,,,,1.346,6.927826,0.54,0.151516,2.697,24.28501,
0.543,473.8769,0.677,1734.875,0.677,680.9383,0.543,3.712514,1.352,0,1.352,0.08800017,,,,,1.353,6.928328,0.543,0.1521176,2.71,24.28558,
0.545,497.2576,0.68,1755.654,0.68,690.7048,0.545,3.744279,1.358,0,1.358,0.08800017,,,,,1.359,6.92851,0.545,0.1518315,2.723,24.286,
0.548,520.9728,0.683,1775.677,0.683,699.7152,0.548,3.778415,1.365,0,1.365,0.08800017,,,,,1.366,6.928788,0.548,0.1518043,2.735,24.28638,
0.55,545.6603,0.686,1795.003,0.686,707.3083,0.55,3.815505,1.371,0,1.371,0.08800017,,,,,1.372,6.929225,0.55,0.1520911,2.748,24.28809,
0.553,570.797,0.689,1813.489,0.689,716.0347,0.553,3.855198,1.377,0,1.377,0.08800017,,,,,1.379,6.929399,0.553,0.1521287,2.761,24.28934,
0.555,596.8615,0.693,1830.906,0.693,723.6268,0.555,3.898186,1.384,0,1.384,0.08800017,,,,,1.385,6.92966,0.555,0.1524527,2.774,24.28989,
0.558,623.4766,0.696,1847.513,0.696,730.2966,0.558,3.943871,1.39,0,1.39,0.08800017,,,,,1.391,6.929907,0.558,0.1526864,2.787,24.28994,
0.561,650.9101,0.699,1863.44,0.699,737.1306,0.561,3.992857,1.397,0,1.397,0.08800017,,,,,1.398,6.930004,0.561,0.152675,2.8,24.29017,
0.563,678.3786,0.702,1878.76,0.702,743.627,0.563,4.043861,1.403,0,1.403,0.08800017,,,,,1.404,6.930226,0.563,0.1529703,2.813,24.29019,
0.566,707.1105,0.705,1893.707,0.705,749.9782,0.566,4.099768,1.41,0,1.41,0.08800017,,,,,1.411,6.930467,0.566,0.1530848,2.825,24.28979,
0.568,736.265,0.709,1907.971,0.709,756.4191,0.568,4.159203,1.416,0,1.416,0.08800017,,,,,1.417,6.930638,0.568,0.1532005,2.838,24.29001,
0.571,766.387,0.712,1921.945,0.712,763.6531,0.571,4.222346,1.422,0,1.422,0.08800017,,,,,1.424,6.930825,0.571,0.152851,2.851,24.29083,
0.573,796.5832,0.715,1935.125,0.715,768.8514,0.573,4.289304,1.429,0,1.429,0.08800017,,,,,1.43,6.930961,0.573,0.1529744,2.864,24.2916,
0.576,827.5398,0.718,1947.708,0.718,773.7977,0.576,4.360231,1.435,0,1.435,0.08800017,,,,,1.436,6.931088,0.576,0.153629,2.877,24.29131,
0.579,858.7034,0.722,1959.95,0.722,780.3284,0.579,4.435202,1.442,0,1.442,0.08800017,,,,,1.443,6.931225,0.579,0.1529385,2.89,24.29186,
0.581,890.6555,0.725,1971.864,0.725,784.5899,0.581,4.513697,1.448,0,1.448,0.08800017,,,,,1.449,6.931347,0.581,0.1532457,2.903,24.2921,
0.584,922.4645,0.728,1983.058,0.728,788.4465,0.584,4.596474,1.455,0,1.455,0.08800017,,,,,1.456,6.931341,0.584,0.153272,2.916,24.29205,
0.586,955.3265,0.731,1993.383,0.731,795.5604,0.586,4.682784,1.461,0,1.461,0.08800017,,,,,1.462,6.931499,0.586,0.1532963,2.928,24.29312,
0.589,988.0044,0.734,2003.771,0.734,799.6115,0.589,4.773336,1.467,0,1.467,0.08800017,,,,,1.469,6.931532,0.589,0.1535491,2.941,24.29417,
0.591,1021.655,0.738,2013.001,0.738,802.8909,0.591,4.867969,1.474,0,1.474,0.08800017,,,,,1.475,6.931551,0.591,0.1535844,2.954,24.29443,
0.594,1055.256,0.741,2021.761,0.741,807.1572,0.594,4.966781,1.48,0,1.48,0.08800017,,,,,1.481,6.931687,0.594,0.1536726,2.967,24.29382,
0.597,1089.176,0.744,2030.901,0.744,811.8895,0.597,5.068848,1.487,0,1.487,0.08800017,,,,,1.488,6.931659,0.597,0.1532124,2.98,24.29263,
0.599,1121.374,0.747,2039.475,0.747,814.9874,0.599,5.170519,1.493,0,1.493,0.08800017,,,,,1.494,6.931775,0.599,0.1543342,2.993,24.2944,
0.602,1150.951,0.75,2048.262,0.75,820.2612,0.602,5.272462,1.5,0,1.5,0.08800017,,,,,1.501,6.93176,0.602,0.1551183,3.006,24.29503,
0.604,1180.685,0.754,2056.92,0.754,824.0352,0.604,5.378057,1.506,0,1.506,0.08800017,,,,,1.507,6.931807,0.604,0.1550613,3.018,24.29331,
0.607,1210.947,0.757,2065.349,0.757,827.0951,0.607,5.486678,1.512,0,1.512,0.08800017,,,,,1.514,6.93184,0.607,0.1556856,3.031,24.29176,
0.609,1241.956,0.76,2073.958,0.76,830.902,0.609,5.600949,1.519,0,1.519,0.08800017,,,,,1.52,6.931826,0.609,0.1556788,3.044,24.29006,
0.612,1273.621,0.763,2081.405,0.763,835.2131,0.612,5.71832,1.525,0,1.525,0.08800017,,,,,1.527,6.931806,0.612,0.1561219,3.057,24.28855,
0.615,1304.88,0.767,2088.795,0.767,838.417,0.615,5.837469,1.532,0,1.532,0.08800017,,,,,1.533,6.931808,0.615,0.156376,3.07,24.28718,
0.617,1336.108,0.77,2096.089,0.77,841.3579,0.617,5.959022,1.538,0,1.538,0.08800017,,,,,1.539,6.931657,0.617,0.1570035,3.083,24.28484,
0.62,1367.914,0.773,2102.583,0.773,844.9848,0.62,6.085924,1.545,0,1.545,0.08800017,,,,,1.546,6.931675,0.62,0.157048,3.096,24.2828,
0.622,1398.719,0.776,2108.951,0.776,848.6503,0.622,6.215237,1.551,0,1.551,0.08800017,,,,,1.552,6.931613,0.622,0.1577163,3.108,24.2808,
0.625,1429.435,0.779,2115.008,0.779,851.7043,0.625,6.346712,1.557,0,1.557,0.08800017,,,,,1.559,6.931551,0.625,0.1573585,3.121,24.27904,
0.627,1459.053,0.783,2121.291,0.783,853.556,0.627,6.478975,1.564,0,1.564,0.08800017,,,,,1.565,6.931441,0.627,0.1574519,3.134,24.27818,
0.63,1487.617,0.786,2126.989,0.786,857.1862,0.63,6.61283,1.57,0,1.57,0.08800017,,,,,1.572,6.93129,0.63,0.1583132,3.147,24.27721,
0.633,1516.117,0.789,2132.379,0.789,859.7089,0.633,6.748372,1.577,0,1.577,0.08800017,,,,,1.578,6.931159,0.633,0.1578006,3.16,24.27597,
0.635,1544.021,0.792,2137.778,0.792,863.1109,0.635,6.882903,1.583,0,1.583,0.08800017,,,,,1.584,6.931112,0.635,0.1583695,3.173,24.27447,
0.638,1570.075,0.795,2142.031,0.795,864.1285,0.638,7.017861,1.59,0,1.59,0.08800017,,,,,1.591,6.930996,0.638,0.1587996,3.186,24.27329,
0.64,1596.13,0.799,2147.71,0.799,867.2454,0.64,7.154583,1.596,0,1.596,0.08800017,,,,,1.597,6.930909,0.64,0.159333,3.198,24.27225,
0.643,1621.982,0.802,2152.34,0.802,868.9395,0.643,7.292949,1.603,0,1.603,0.08800017,,,,,1.604,6.930783,0.643,0.1598431,3.211,24.27176,
0.645,1648.139,0.805,2157.069,0.805,870.3596,0.645,7.43334,1.609,0,1.609,0.08800017,,,,,1.61,6.930741,0.645,0.1599624,3.224,24.27177,
0.648,1673.67,0.808,2160.901,0.808,871.2671,0.648,7.575832,1.615,0,1.615,0.08800017,,,,,1.617,6.930539,0.648,0.1600529,3.237,24.27184,
0.651,1698.578,0.812,2165.092,0.812,874.0867,0.651,7.718139,1.622,0,1.622,0.08800017,,,,,1.623,6.930426,0.651,0.1602474,3.25,24.2717,
0.653,1722.814,0.815,2169.111,0.815,876.8257,0.653,7.861643,1.628,0,1.628,0.08800017,,,,,1.629,6.930138,0.653,0.160882,3.263,24.27205,
0.656,1746.646,0.818,2173.486,0.818,878.8938,0.656,8.005268,1.635,0,1.635,0.08800017,,,,,1.636,6.929978,0.656,0.1610427,3.276,24.27291,
0.658,1769.611,0.821,2177.302,0.821,880.926,0.658,8.150705,1.641,0,1.641,0.08800017,,,,,1.642,6.929914,0.658,0.1607525,3.288,24.27436,
0.661,1793.18,0.824,2180.922,0.824,883.2125,0.661,8.298438,1.648,0,1.648,0.08800017,,,,,1.649,6.929721,0.661,0.1606268,3.301,24.27549,
0.663,1815.211,0.828,2184.836,0.828,884.3785,0.663,8.444342,1.654,0,1.654,0.08800017,,,,,1.655,6.929558,0.663,0.1610801,3.314,24.27634,
0.666,1837.181,0.831,2188.439,0.831,886.0276,0.666,8.587786,1.66,0,1.66,0.08800017,,,,,1.662,6.92936,0.666,0.1606907,3.327,24.27733,
0.669,1857.305,0.834,2191.384,0.834,887.4,0.669,8.727567,1.667,0,1.667,0.08800017,,,,,1.668,6.929131,0.669,0.1607423,3.34,24.27813,
0.671,1876.53,0.837,2194.916,0.837,888.7686,0.671,8.865229,1.673,0,1.673,0.08800017,,,,,1.674,6.928903,0.671,0.1611744,3.353,24.27823,
0.674,1895.308,0.841,2198.278,0.841,890.0551,0.674,9.003276,1.68,0,1.68,0.08800017,,,,,1.681,6.92872,0.674,0.1610319,3.366,24.27837,
0.676,1913.527,0.844,2200.987,0.844,892.4109,0.676,9.138968,1.686,0,1.686,0.08800017,,,,,1.687,6.928473,0.676,0.1613203,3.378,24.27814,
0.679,1930.746,0.847,2204.423,0.847,894.5869,0.679,9.273411,1.693,0,1.693,0.08800017,,,,,1.694,6.928246,0.679,0.1610699,3.391,24.27821,
0.681,1947.602,0.85,2207.004,0.85,896.0758,0.681,9.405998,1.699,0,1.699,0.08800017,,,,,1.7,6.927937,0.681,0.1606643,3.404,24.27818,
0.684,1963.967,0.853,2209.045,0.853,897.2216,0.684,9.53617,1.705,0,1.705,0.08800017,,,,,1.707,6.927681,0.684,0.1611069,3.417,24.27809,
0.687,1979.797,0.857,2211.669,0.857,897.1419,0.687,9.663165,1.712,0,1.712,0.08800017,,,,,1.713,6.927453,0.687,0.1608857,3.43,24.27773,
0.689,1994.629,0.86,2214.546,0.86,899.8206,0.689,9.787563,1.718,0,1.718,0.08800017,,,,,1.719,6.927205,0.689,0.1607223,3.443,24.27761,
0.692,2008.809,0.863,2216.65,0.863,900.9704,0.692,9.909412,1.725,0,1.725,0.08800017,,,,,1.726,6.926753,0.692,0.160409,3.456,24.27734,
0.694,2022.162,0.866,2218.645,0.866,901.3526,0.694,10.02867,1.731,0,1.731,0.08800017,,,,,1.732,6.926392,0.694,0.1606092,3.468,24.27706,
0.697,2035.289,0.869,2220.844,0.869,902.9634,0.697,10.14516,1.738,0,1.738,0.08800017,,,,,1.739,6.926073,0.697,0.1611178,3.481,24.27709,
0.699,2048.066,0.873,2223.122,0.873,903.3832,0.699,10.25851,1.744,0,1.744,0.08800017,,,,,1.745,6.925824,0.699,0.1605428,3.494,24.27735,
0.702,2060.138,0.876,2225.736,0.876,903.9885,0.702,10.37024,1.75,0,1.75,0.08800017,,,,,1.752,6.925474,0.702,0.1609478,3.507,24.2771,
0.705,2071.973,0.879,2227.836,0.879,905.5737,0.705,10.47815,1.757,0,1.757,0.08800017,,,,,1.758,6.925175,0.705,0.1612104,3.52,24.27651,
0.707,2083.392,0.882,2230.12,0.882,906.4596,0.707,10.58393,1.763,0,1.763,0.08800017,,,,,1.764,6.924907,0.707,0.1610588,3.533,24.27607,
0.71,2093.97,0.886,2231.637,0.886,907.5858,0.71,10.68723,1.77,0,1.77,0.08800017,,,,,1.771,6.924605,0.71,0.1611073,3.546,24.27633,
0.712,2104.477,0.889,2233.699,0.889,907.282,0.712,10.78814,1.776,0,1.776,0.08800017,,,,,1.777,6.9242,0.712,0.161366,3.558,24.27674,
0.715,2114.475,0.892,2235.876,0.892,909.6785,0.715,10.88786,1.783,0,1.783,0.08800017,,,,,1.784,6.923882,0.715,0.161056,3.571,24.27671,
0.717,2124.076,0.895,2237.377,0.895,910.0021,0.717,10.98486,1.789,0,1.789,0.08800017,,,,,1.79,6.923576,0.717,0.1611906,3.584,24.27644,
0.72,2133.752,0.898,2239.319,0.898,911.7047,0.72,11.07902,1.795,0,1.795,0.08800017,,,,,1.797,6.923254,0.72,0.1610805,3.597,24.27666,
0.723,2142.543,0.902,2241.221,0.902,911.5137,0.723,11.16778,1.802,0,1.802,0.08800017,,,,,1.803,6.92295,0.723,0.1615904,3.61,24.27727,
0.725,2151.271,0.905,2242.284,0.905,913.3184,0.725,11.25506,1.808,0,1.808,0.08800017,,,,,1.809,6.92254,0.725,0.1616587,3.623,24.27744,
0.728,2159.16,0.908,2243.586,0.908,914.9353,0.728,11.34008,1.815,0,1.815,0.08800017,,,,,1.816,6.922019,0.728,0.161751,3.636,24.27801,
0.73,2167.696,0.911,2245.248,0.911,915.1877,0.73,11.42262,1.821,0,1.821,0.08800017,,,,,1.822,6.92162,0.73,0.161514,3.648,24.27885,
0.733,2174.908,0.914,2247.208,0.914,915.0663,0.733,11.502,1.828,0,1.828,0.08800017,,,,,1.829,6.92119,0.733,0.1615288,3.661,24.27932,
0.735,2181.844,0.918,2248.618,0.918,915.1705,0.735,11.57766,1.834,0,1.834,0.08800017,,,,,1.835,6.920818,0.735,0.1615294,3.674,24.27912,
0.738,2188.126,0.921,2249.873,0.921,915.5179,0.738,11.6513,1.84,0,1.84,0.08800017,,,,,1.842,6.920463,0.738,0.1624856,3.687,24.27895,
0.741,2194.456,0.924,2251.088,0.924,917.8774,0.741,11.7229,1.847,0,1.847,0.08800017,,,,,1.848,6.920064,0.741,0.1619661,3.7,24.27856,
0.743,2201.006,0.927,2252.498,0.927,916.7495,0.743,11.79286,1.853,0,1.853,0.08800017,,,,,1.854,6.919788,0.743,0.1623309,3.713,24.2785,
0.746,2207.029,0.931,2253.809,0.931,917.2667,0.746,11.8608,1.86,0,1.86,0.08800017,,,,,1.861,6.919484,0.746,0.1628589,3.726,24.27849,
0.748,2212.959,0.934,2254.731,0.934,918.6573,0.748,11.92982,1.866,0,1.866,0.08800017,,,,,1.867,6.919147,0.748,0.1627409,3.738,24.27838,
0.751,2219.219,0.937,2256.117,0.937,921.8184,0.751,11.9985,1.873,0,1.873,0.08800017,,,,,1.874,6.918715,0.751,0.1622485,3.751,24.27822,
0.753,2225.615,0.94,2257.477,0.94,922.872,0.753,12.06487,1.879,0,1.879,0.08800017,,,,,1.88,6.918314,0.753,0.1623823,3.764,24.27885,
0.756,2230.887,0.943,2258.112,0.943,922.4243,0.756,12.12963,1.885,0,1.885,0.08800017,,,,,1.887,6.917928,0.756,0.1618871,3.777,24.27926,
0.759,2236.492,0.947,2259.65,0.947,921.2551,0.759,12.19213,1.892,0,1.892,0.08800017,,,,,1.893,6.917639,0.759,0.1618325,3.79,24.27972,
0.761,2242.134,0.95,2260.431,0.95,921.9388,0.761,12.25244,1.898,0,1.898,0.08800017,,,,,1.899,6.917115,0.761,0.1615983,3.803,24.28024,
0.764,2247.181,0.953,2261.733,0.953,922.1218,0.764,12.3104,1.905,0,1.905,0.08800017,,,,,1.906,6.916614,0.764,0.1617404,3.816,24.28154,
0.766,2252.677,0.956,2262.017,0.956,923.171,0.766,12.36634,1.911,0,1.911,0.08800017,,,,,1.912,6.91623,0.766,0.1612561,3.829,24.28216,
0.769,2257.645,0.959,2263.368,0.959,924.5744,0.769,12.42061,1.918,0,1.918,0.08800017,,,,,1.919,6.915857,0.769,0.1614464,3.841,24.28253,
0.771,2262.236,0.963,2264.022,0.963,922.3934,0.771,12.47299,1.924,0,1.924,0.08800017,,,,,1.925,6.915506,0.771,0.1611764,3.854,24.28323,
0.774,2266.476,0.966,2265.232,0.966,924.7208,0.774,12.52388,1.93,0,1.93,0.08800017,,,,,1.932,6.915203,0.774,0.1614058,3.867,24.28495,
0.777,2270.64,0.969,2266.431,0.969,924.8628,0.777,12.57162,1.937,0,1.937,0.08800017,,,,,1.938,6.914865,0.777,0.1610309,3.88,24.28617,
0.779,2274.997,0.972,2267.203,0.972,927.2901,0.779,12.61878,1.943,0,1.943,0.08800017,,,,,1.944,6.914576,0.779,0.1611021,3.893,24.28718,
0.782,2278.875,0.976,2267.88,0.976,926.3041,0.782,12.66486,1.95,0,1.95,0.08800017,,,,,1.951,6.914172,0.782,0.1608567,3.906,24.28761,
0.784,2282.816,0.979,2268.471,0.979,927.0689,0.784,12.70954,1.956,0,1.956,0.08800017,,,,,1.957,6.913863,0.784,0.1611852,3.919,24.28823,
0.787,2286.747,0.982,2268.819,0.982,926.9609,0.787,12.75259,1.963,0,1.963,0.08800017,,,,,1.964,6.913569,0.787,0.1610321,3.931,24.28899,
0.789,2289.812,0.985,2269.27,0.985,928.4201,0.789,12.79399,1.969,0,1.969,0.08800017,,,,,1.97,6.913157,0.789,0.1609612,3.944,24.28926,
