Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,
UV 1_280,,UV 2_254,,UV 3_295,,Cond,,Conc B,,System flow,,Fraction,,Injection,,pH,,System pressure,,Cond temp,,
ml,mAU,ml,mAU,ml,mAU,ml,mS/cm,ml,%,ml,ml/min,ml,Fraction,ml,Injection,ml,,ml,MPa,ml,°C,
32.251,4.119504,40.312,2.516821,40.312,1.967607,32.251,3.320771,,,,,,,,,,,32.251,0.4286689,,,
32.253,4.130818,40.316,2.51668,40.316,1.968036,32.253,3.321033,,,,,,,,,,,32.253,0.4285035,,,
32.256,4.142133,40.319,2.516539,40.319,1.968465,32.256,3.321295,,,,,,,,,,,32.256,0.4283381,,,
32.258,4.153448,40.322,2.516399,40.322,1.968893,32.259,3.321557,,,,,,,,,,,32.258,0.4281727,,,
32.261,4.164762,40.325,2.516258,40.325,1.969322,32.261,3.321819,,,,,,,,,,,32.261,0.4280073,,,
32.264,4.176093,40.328,2.515953,40.328,1.969534,32.264,3.322081,,,,,,,,,,,32.264,0.4278416,,,
32.266,4.17769,40.332,2.51536,40.332,1.96937,32.266,3.322343,,,,,,,,,,,32.266,0.4277106,,,
32.269,4.167875,40.335,2.514769,40.335,1.969206,32.269,3.322605,,,,,,,,,,,32.269,0.4276199,,,
32.271,4.158061,40.338,2.514177,40.338,1.969042,32.271,3.322868,,,,,,,,,,,32.271,0.4275292,,,
32.274,4.148246,40.341,2.513585,40.341,1.968878,32.274,3.323175,,,,,,,,,,,32.274,0.4274385,,,
32.276,4.138432,40.345,2.512993,40.345,1.968714,32.277,3.323611,,,,,,,,,,,32.276,0.4273478,,,
32.279,4.128617,40.348,2.512401,40.348,1.968549,32.279,3.324048,,,,,,,,,,,32.279,0.4272572,,,
32.282,4.118788,40.351,2.511809,40.351,1.968385,32.282,3.324484,,,,,,,,,,,32.282,0.4271663,,,
32.284,4.108974,40.354,2.511218,40.354,1.968221,32.284,3.32492,,,,,,,,,,,32.284,0.4270757,,,
32.287,4.09916,40.357,2.510626,40.357,1.968057,32.287,3.325356,,,,,,,,,,,32.287,0.426985,,,
32.289,4.089345,40.361,2.510034,40.361,1.967893,32.289,3.325794,,,,,,,,,,,32.289,0.4268943,,,
32.292,4.079531,40.364,2.509442,40.364,1.967729,32.292,3.32623,,,,,,,,,,,32.292,0.4268036,,,
32.294,4.069716,40.367,2.50885,40.367,1.967565,32.295,3.326666,,,,,,,,,,,32.294,0.4267129,,,
32.297,4.059902,40.37,2.508337,40.37,1.967294,32.297,3.327102,,,,,,,,,,,32.297,0.4266222,,,
32.3,4.049332,40.373,2.507933,40.373,1.966875,32.3,3.327539,,,,,,,,,,,32.3,0.4263921,,,
32.302,4.037959,40.377,2.507529,40.377,1.966455,32.302,3.327975,,,,,,,,,,,32.302,0.4260162,,,
32.305,4.026602,40.38,2.507125,40.38,1.966035,32.305,3.328411,,,,,,,,,,,32.305,0.4256408,,,
32.307,4.015245,40.383,2.506721,40.383,1.965617,32.307,3.328827,,,,,,,,,,,32.307,0.4252654,,,
32.31,4.003888,40.386,2.506317,40.386,1.965197,32.31,3.329198,,,,,,,,,,,32.31,0.42489,,,
32.312,3.992531,40.39,2.505913,40.39,1.964777,32.313,3.329569,,,,,,,,,,,32.312,0.4245146,,,
32.315,3.981174,40.393,2.50551,40.393,1.964359,32.315,3.32994,,,,,,,,,,,32.315,0.4241392,,,
32.318,3.969818,40.396,2.505106,40.396,1.963939,32.318,3.330311,,,,,,,,,,,32.318,0.4237638,,,
32.32,3.958444,40.399,2.504702,40.399,1.963519,32.32,3.330682,,,,,,,,,,,32.32,0.4233878,,,
32.323,3.947087,40.402,2.504297,40.402,1.9631,32.323,3.331053,,,,,,,,,,,32.323,0.4230124,,,
32.325,3.93573,40.406,2.503894,40.406,1.962681,32.325,3.331424,,,,,,,,,,,32.325,0.422637,,,
32.328,3.924374,40.409,2.50349,40.409,1.962261,32.328,3.331795,,,,,,,,,,,32.328,0.4222616,,,
32.33,3.913017,40.412,2.503098,40.412,1.961799,32.331,3.332166,,,,,,,,,,,32.33,0.4218862,,,
32.333,3.899564,40.415,2.502721,40.415,1.961283,32.333,3.332537,,,,,,,,,,,32.333,0.4216857,,,
32.336,3.884283,40.418,2.502344,40.418,1.960767,32.336,3.332908,,,,,,,,,,,32.336,0.4216377,,,
32.338,3.868979,40.422,2.501967,40.422,1.960251,32.338,3.333278,,,,,,,,,,,32.338,0.4215896,,,
32.341,3.853697,40.425,2.50159,40.425,1.959735,32.341,3.333626,,,,,,,,,,,32.341,0.4215417,,,
32.343,3.838416,40.428,2.501213,40.428,1.959219,32.343,3.333934,,,,,,,,,,,32.343,0.4214937,,,
32.346,3.823135,40.431,2.500836,40.431,1.958702,32.346,3.334241,,,,,,,,,,,32.346,0.4214457,,,
32.348,3.807853,40.435,2.500459,40.435,1.958187,32.349,3.334548,,,,,,,,,,,32.348,0.4213977,,,
32.351,3.792572,40.438,2.500082,40.438,1.957671,32.351,3.334855,,,,,,,,,,,32.351,0.4213497,,,
32.354,3.777291,40.441,2.499705,40.441,1.957154,32.354,3.335162,,,,,,,,,,,32.354,0.4213017,,,
32.356,3.761987,40.444,2.499328,40.444,1.956639,32.356,3.335469,,,,,,,,,,,32.356,0.4212537,,,
32.359,3.746706,40.447,2.498951,40.447,1.956122,32.359,3.335777,,,,,,,,,,,32.359,0.4212057,,,
32.361,3.731424,40.451,2.498574,40.451,1.955606,32.361,3.336084,,,,,,,,,,,32.361,0.4211577,,,
32.364,3.716143,40.454,2.49827,40.454,1.955287,32.364,3.336391,,,,,,,,,,,32.364,0.4211097,,,
32.366,3.699951,40.457,2.498036,40.457,1.955155,32.367,3.336699,,,,,,,,,,,32.366,0.4209432,,,
32.369,3.68314,40.46,2.497802,40.46,1.955023,32.369,3.337006,,,,,,,,,,,32.369,0.4206961,,,
32.372,3.666329,40.463,2.497568,40.463,1.95489,32.372,3.337313,,,,,,,,,,,32.372,0.4204491,,,
32.374,3.649518,40.467,2.497334,40.467,1.954758,32.374,3.337599,,,,,,,,,,,32.374,0.420202,,,
32.377,3.632681,40.47,2.497099,40.47,1.954626,32.377,3.337857,,,,,,,,,,,32.377,0.4199545,,,
32.379,3.61587,40.473,2.496865,40.473,1.954494,32.379,3.338115,,,,,,,,,,,32.379,0.4197074,,,
32.382,3.599059,40.476,2.496631,40.476,1.954362,32.382,3.338373,,,,,,,,,,,32.382,0.4194604,,,
32.384,3.582248,40.48,2.496397,40.48,1.95423,32.385,3.338631,,,,,,,,,,,32.384,0.4192133,,,
32.387,3.565436,40.483,2.496162,40.483,1.954097,32.387,3.338888,,,,,,,,,,,32.387,0.4189662,,,
32.39,3.548625,40.486,2.495929,40.486,1.953965,32.39,3.339146,,,,,,,,,,,32.39,0.4187191,,,
32.392,3.531814,40.489,2.495694,40.489,1.953833,32.392,3.339404,,,,,,,,,,,32.392,0.418472,,,
32.395,3.514978,40.492,2.49546,40.492,1.953701,32.395,3.339662,,,,,,,,,,,32.395,0.4182245,,,
32.397,3.498167,40.496,2.495084,40.496,1.953505,32.397,3.339919,,,,,,,,,,,32.397,0.4179775,,,
32.4,3.473544,40.499,2.494602,40.499,1.953262,32.4,3.340178,,,,,,,,,,,32.4,0.417759,,,
32.402,3.444137,40.502,2.494119,40.502,1.953018,32.403,3.340435,,,,,,,,,,,32.402,0.4175581,,,
32.405,3.414731,40.505,2.493637,40.505,1.952775,32.405,3.340693,,,,,,,,,,,32.405,0.4173573,,,
32.408,3.385324,40.508,2.493154,40.508,1.952531,32.408,3.340943,,,,,,,,,,,32.408,0.4171564,,,
32.41,3.355917,40.512,2.492672,40.512,1.952288,32.41,3.341185,,,,,,,,,,,32.41,0.4169555,,,
32.413,3.326467,40.515,2.49219,40.515,1.952045,32.413,3.341426,,,,,,,,,,,32.413,0.4167543,,,
32.415,3.29706,40.518,2.491707,40.518,1.951801,32.415,3.341667,,,,,,,,,,,32.415,0.4165535,,,
32.418,3.267654,40.521,2.491224,40.521,1.951558,32.418,3.341908,,,,,,,,,,,32.418,0.4163526,,,
32.42,3.238247,40.525,2.490742,40.525,1.951314,32.421,3.342149,,,,,,,,,,,32.42,0.4161517,,,
32.423,3.20884,40.528,2.49026,40.528,1.951071,32.423,3.342391,,,,,,,,,,,32.423,0.4159508,,,
32.426,3.179434,40.531,2.489777,40.531,1.950827,32.426,3.342632,,,,,,,,,,,32.426,0.41575,,,
32.428,3.150027,40.534,2.489294,40.534,1.950584,32.428,3.342873,,,,,,,,,,,32.428,0.4155491,,,
32.431,3.120577,40.537,2.489164,40.537,1.950357,32.431,3.343114,,,,,,,,,,,32.431,0.4153479,,,
32.433,3.086383,40.541,2.489264,40.541,1.950141,32.433,3.343355,,,,,,,,,,,32.433,0.4152561,,,
32.436,3.049758,40.544,2.489363,40.544,1.949924,32.436,3.343596,,,,,,,,,,,32.436,0.4152198,,,
32.438,3.013134,40.547,2.489462,40.547,1.949708,32.439,3.343837,,,,,,,,,,,32.438,0.4151834,,,
32.441,2.976509,40.55,2.489562,40.55,1.949492,32.441,3.344084,,,,,,,,,,,32.441,0.4151471,,,
32.444,2.939885,40.553,2.489661,40.553,1.949275,32.444,3.344336,,,,,,,,,,,32.444,0.4151107,,,
32.446,2.90326,40.557,2.48976,40.557,1.949059,32.446,3.344587,,,,,,,,,,,32.446,0.4150743,,,
32.449,2.866636,40.56,2.48986,40.56,1.948843,32.449,3.344839,,,,,,,,,,,32.449,0.415038,,,
32.451,2.829957,40.563,2.489959,40.563,1.948627,32.451,3.34509,,,,,,,,,,,32.451,0.4150016,,,
32.454,2.793332,40.566,2.490059,40.566,1.94841,32.454,3.345342,,,,,,,,,,,32.454,0.4149652,,,
32.456,2.756707,40.57,2.490158,40.57,1.948194,32.457,3.345594,,,,,,,,,,,32.456,0.4149289,,,
32.459,2.720083,40.573,2.490257,40.573,1.947978,32.459,3.345845,,,,,,,,,,,32.459,0.4148925,,,
32.462,2.683458,40.576,2.490357,40.576,1.947761,32.462,3.346097,,,,,,,,,,,32.462,0.4148561,,,
32.464,2.646834,40.579,2.490416,40.579,1.947794,32.464,3.346348,,,,,,,,,,,32.464,0.4148197,,,
32.467,2.627532,40.582,2.490453,40.582,1.94796,32.467,3.3466,,,,,,,,,,,32.467,0.4147004,,,
32.469,2.614862,40.586,2.49049,40.586,1.948125,32.47,3.346851,,,,,,,,,,,32.469,0.4145488,,,
32.472,2.602211,40.589,2.490527,40.589,1.948291,32.472,3.347103,,,,,,,,,,,32.472,0.4143975,,,
32.474,2.589561,40.592,2.490565,40.592,1.948457,32.475,3.347349,,,,,,,,,,,32.474,0.4142462,,,
32.477,2.57691,40.595,2.490602,40.595,1.948623,32.477,3.347589,,,,,,,,,,,32.477,0.4140949,,,
32.48,2.564259,40.598,2.490639,40.598,1.948788,32.48,3.347829,,,,,,,,,,,32.48,0.4139436,,,
32.482,2.551609,40.602,2.490676,40.602,1.948954,32.482,3.348069,,,,,,,,,,,32.482,0.4137923,,,
32.485,2.538958,40.605,2.490714,40.605,1.94912,32.485,3.348309,,,,,,,,,,,32.485,0.413641,,,
32.487,2.526289,40.608,2.490751,40.608,1.949285,32.488,3.348549,,,,,,,,,,,32.487,0.4134895,,,
32.49,2.513638,40.611,2.490788,40.611,1.949451,32.49,3.34879,,,,,,,,,,,32.49,0.4133382,,,
32.492,2.500987,40.615,2.490825,40.615,1.949617,32.493,3.34903,,,,,,,,,,,32.492,0.4131868,,,
32.495,2.488336,40.618,2.490862,40.618,1.949782,32.495,3.34927,,,,,,,,,,,32.495,0.4130355,,,
32.498,2.475686,40.621,2.490874,40.621,1.949986,32.498,3.34951,,,,,,,,,,,32.498,0.4128842,,,
32.5,2.465067,40.624,2.490873,40.624,1.950206,32.5,3.34975,,,,,,,,,,,32.5,0.4128246,,,
32.503,2.455135,40.627,2.490873,40.627,1.950426,32.503,3.34999,,,,,,,,,,,32.503,0.4127958,,,
32.505,2.445187,40.631,2.490872,40.631,1.950647,32.506,3.35023,,,,,,,,,,,32.505,0.4127671,,,
32.508,2.435254,40.634,2.490872,40.634,1.950867,32.508,3.350469,,,,,,,,,,,32.508,0.4127384,,,
32.51,2.425321,40.637,2.490871,40.637,1.951087,32.511,3.350708,,,,,,,,,,,32.51,0.4127096,,,
32.513,2.415389,40.64,2.490871,40.64,1.951308,32.513,3.350946,,,,,,,,,,,32.513,0.4126809,,,
32.516,2.405456,40.643,2.49087,40.643,1.951528,32.516,3.351184,,,,,,,,,,,32.516,0.4126522,,,
32.518,2.395523,40.647,2.49087,40.647,1.951749,32.518,3.351422,,,,,,,,,,,32.518,0.4126234,,,
32.521,2.38559,40.65,2.49087,40.65,1.951969,32.521,3.35166,,,,,,,,,,,32.521,0.4125947,,,
32.523,2.375657,40.653,2.490869,40.653,1.952189,32.524,3.351899,,,,,,,,,,,32.523,0.412566,,,
32.526,2.36571,40.656,2.490869,40.656,1.95241,32.526,3.352137,,,,,,,,,,,32.526,0.4125372,,,
32.528,2.355777,40.66,2.490868,40.66,1.95263,32.529,3.352376,,,,,,,,,,,32.528,0.4125085,,,
32.531,2.345844,40.663,2.4907,40.663,1.952539,32.531,3.352614,,,,,,,,,,,32.531,0.4124798,,,
32.534,2.340411,40.666,2.490475,40.666,1.952342,32.534,3.352852,,,,,,,,,,,32.534,0.4123712,,,
32.536,2.336013,40.669,2.49025,40.669,1.952146,32.536,3.35309,,,,,,,,,,,32.536,0.4122444,,,
32.539,2.331615,40.672,2.490025,40.672,1.951949,32.539,3.353328,,,,,,,,,,,32.539,0.4121175,,,
32.541,2.327217,40.676,2.489799,40.676,1.951752,32.542,3.353561,,,,,,,,,,,32.541,0.4119906,,,
32.544,2.322813,40.679,2.489574,40.679,1.951556,32.544,3.353789,,,,,,,,,,,32.544,0.4118636,,,
32.546,2.318415,40.682,2.489349,40.682,1.951359,32.547,3.354018,,,,,,,,,,,32.546,0.4117367,,,
32.549,2.314017,40.685,2.489124,40.685,1.951162,32.549,3.354247,,,,,,,,,,,32.549,0.4116099,,,
32.552,2.309618,40.688,2.488899,40.688,1.950966,32.552,3.354476,,,,,,,,,,,32.552,0.411483,,,
32.554,2.305221,40.692,2.488673,40.692,1.950769,32.554,3.354705,,,,,,,,,,,32.554,0.4113561,,,
32.557,2.300822,40.695,2.488448,40.695,1.950572,32.557,3.354933,,,,,,,,,,,32.557,0.4112293,,,
32.559,2.296424,40.698,2.488223,40.698,1.950376,32.56,3.355162,,,,,,,,,,,32.559,0.4111024,,,
32.562,2.29202,40.701,2.487998,40.701,1.950179,32.562,3.355391,,,,,,,,,,,32.562,0.4109753,,,
32.564,2.287622,40.705,2.488023,40.705,1.949984,32.565,3.35562,,,,,,,,,,,32.564,0.4108485,,,
32.567,2.283874,40.708,2.488114,40.708,1.949791,32.567,3.355849,,,,,,,,,,,32.567,0.4106318,,,
32.57,2.280234,40.711,2.488205,40.711,1.949597,32.57,3.356077,,,,,,,,,,,32.57,0.4104002,,,
32.572,2.276594,40.714,2.488296,40.714,1.949403,32.572,3.356306,,,,,,,,,,,32.572,0.4101686,,,
32.575,2.272954,40.717,2.488387,40.717,1.949209,32.575,3.356543,,,,,,,,,,,32.575,0.409937,,,
32.577,2.269314,40.721,2.488478,40.721,1.949016,32.578,3.356785,,,,,,,,,,,32.577,0.4097054,,,
32.58,2.265675,40.724,2.488569,40.724,1.948822,32.58,3.357026,,,,,,,,,,,32.58,0.4094738,,,
32.582,2.262029,40.727,2.488661,40.727,1.948628,32.583,3.357268,,,,,,,,,,,32.582,0.4092419,,,
32.585,2.258389,40.73,2.488752,40.73,1.948434,32.585,3.35751,,,,,,,,,,,32.585,0.4090103,,,
32.588,2.25475,40.733,2.488843,40.733,1.948241,32.588,3.357751,,,,,,,,,,,32.588,0.4087787,,,
32.59,2.25111,40.737,2.488934,40.737,1.948047,32.59,3.357993,,,,,,,,,,,32.59,0.4085471,,,
32.593,2.24747,40.74,2.489025,40.74,1.947853,32.593,3.358235,,,,,,,,,,,32.593,0.4083155,,,
32.595,2.24383,40.743,2.489116,40.743,1.947659,32.596,3.358476,,,,,,,,,,,32.595,0.4080839,,,
32.598,2.24019,40.746,2.488948,40.746,1.947587,32.598,3.358718,,,,,,,,,,,32.598,0.4078523,,,
32.6,2.237585,40.75,2.488724,40.75,1.947541,32.601,3.35896,,,,,,,,,,,32.6,0.4080084,,,
32.603,2.235128,40.753,2.488499,40.753,1.947494,32.603,3.359201,,,,,,,,,,,32.603,0.4082179,,,
32.606,2.23267,40.756,2.488275,40.756,1.947448,32.606,3.359443,,,,,,,,,,,32.606,0.4084274,,,
32.608,2.230213,40.759,2.488051,40.759,1.947402,32.608,3.359685,,,,,,,,,,,32.608,0.4086369,,,
32.611,2.227756,40.762,2.487827,40.762,1.947356,32.611,3.359927,,,,,,,,,,,32.611,0.4088464,,,
32.613,2.225298,40.766,2.487602,40.766,1.947309,32.614,3.360169,,,,,,,,,,,32.613,0.4090559,,,
32.616,2.222841,40.769,2.487379,40.769,1.947263,32.616,3.360411,,,,,,,,,,,32.616,0.4092653,,,
32.618,2.22038,40.772,2.487154,40.772,1.947217,32.619,3.360653,,,,,,,,,,,32.618,0.4094751,,,
32.621,2.217922,40.775,2.48693,40.775,1.94717,32.621,3.360895,,,,,,,,,,,32.621,0.4096846,,,
32.624,2.215465,40.778,2.486706,40.778,1.947124,32.624,3.361137,,,,,,,,,,,32.624,0.4098941,,,
32.626,2.213008,40.782,2.486482,40.782,1.947078,32.626,3.361379,,,,,,,,,,,32.626,0.4101036,,,
32.629,2.21055,40.785,2.486258,40.785,1.947031,32.629,3.361621,,,,,,,,,,,32.629,0.4103131,,,
32.631,2.208093,40.788,2.486002,40.788,1.946791,32.632,3.361863,,,,,,,,,,,32.631,0.4105226,,,
32.634,2.206113,40.791,2.485742,40.791,1.946523,32.634,3.362105,,,,,,,,,,,32.634,0.4103672,,,
32.636,2.204159,40.795,2.485482,40.795,1.946255,32.637,3.362347,,,,,,,,,,,32.636,0.4101897,,,
32.639,2.202208,40.798,2.485222,40.798,1.945987,32.639,3.36259,,,,,,,,,,,32.639,0.4100125,,,
32.642,2.200256,40.801,2.484962,40.801,1.94572,32.642,3.362829,,,,,,,,,,,32.642,0.4098353,,,
32.644,2.198305,40.804,2.484702,40.804,1.945452,32.644,3.363068,,,,,,,,,,,32.644,0.4096581,,,
32.647,2.196354,40.807,2.484441,40.807,1.945184,32.647,3.363307,,,,,,,,,,,32.647,0.4094809,,,
32.649,2.194402,40.811,2.484181,40.811,1.944916,32.65,3.363546,,,,,,,,,,,32.649,0.4093037,,,
32.652,2.192451,40.814,2.483921,40.814,1.944648,32.652,3.363785,,,,,,,,,,,32.652,0.4091265,,,
32.654,2.1905,40.817,2.483661,40.817,1.94438,32.655,3.364024,,,,,,,,,,,32.654,0.4089493,,,
32.657,2.188546,40.82,2.483401,40.82,1.944113,32.657,3.364264,,,,,,,,,,,32.657,0.4087718,,,
32.66,2.186594,40.823,2.483141,40.823,1.943845,32.66,3.364503,,,,,,,,,,,32.66,0.4085946,,,
32.662,2.184643,40.827,2.482881,40.827,1.943577,32.662,3.364742,,,,,,,,,,,32.662,0.4084174,,,
32.665,2.182692,40.83,2.48259,40.83,1.943454,32.665,3.36498,,,,,,,,,,,32.665,0.4082402,,,
32.667,2.180982,40.833,2.482297,40.833,1.943343,32.668,3.36522,,,,,,,,,,,32.667,0.4080845,,,
32.67,2.179276,40.836,2.482004,40.836,1.943231,32.67,3.365458,,,,,,,,,,,32.67,0.407929,,,
32.672,2.17757,40.84,2.481711,40.84,1.94312,32.673,3.365698,,,,,,,,,,,32.672,0.4077736,,,
32.675,2.175862,40.843,2.481418,40.843,1.943009,32.675,3.36594,,,,,,,,,,,32.675,0.407618,,,
32.678,2.174156,40.846,2.481125,40.846,1.942897,32.678,3.366184,,,,,,,,,,,32.678,0.4074625,,,
32.68,2.17245,40.849,2.480831,40.849,1.942786,32.68,3.366427,,,,,,,,,,,32.68,0.4073071,,,
32.683,2.170744,40.852,2.480538,40.852,1.942674,32.683,3.36667,,,,,,,,,,,32.683,0.4071516,,,
32.685,2.169039,40.856,2.480245,40.856,1.942563,32.686,3.366914,,,,,,,,,,,32.685,0.4069962,,,
32.688,2.167333,40.859,2.479952,40.859,1.942451,32.688,3.367157,,,,,,,,,,,32.688,0.4068408,,,
32.69,2.165627,40.862,2.479659,40.862,1.94234,32.691,3.367401,,,,,,,,,,,32.69,0.4066854,,,
32.693,2.163918,40.865,2.479366,40.865,1.942228,32.693,3.367644,,,,,,,,,,,32.693,0.4065297,,,
32.696,2.162213,40.868,2.479073,40.868,1.942117,32.696,3.367887,,,,,,,,,,,32.696,0.4063742,,,
32.698,2.160536,40.872,2.479007,40.872,1.941864,32.698,3.368131,,,,,,,,,,,32.698,0.4062309,,,
32.701,2.159578,40.875,2.478949,40.875,1.941606,32.701,3.368374,,,,,,,,,,,32.701,0.4063878,,,
32.703,2.15862,40.878,2.478891,40.878,1.941348,32.704,3.368618,,,,,,,,,,,32.703,0.4065448,,,
32.706,2.157662,40.881,2.478834,40.881,1.94109,32.706,3.368861,,,,,,,,,,,32.706,0.4067017,,,
32.708,2.156704,40.885,2.478776,40.885,1.940832,32.709,3.369096,,,,,,,,,,,32.708,0.4068587,,,
32.711,2.155744,40.888,2.478718,40.888,1.940574,32.711,3.36933,,,,,,,,,,,32.711,0.4070158,,,
32.714,2.154786,40.891,2.478661,40.891,1.940317,32.714,3.369563,,,,,,,,,,,32.714,0.4071728,,,
32.716,2.153828,40.894,2.478603,40.894,1.940059,32.716,3.369797,,,,,,,,,,,32.716,0.4073297,,,
32.719,2.15287,40.897,2.478545,40.897,1.939801,32.719,3.37003,,,,,,,,,,,32.719,0.4074867,,,
32.721,2.151912,40.901,2.478487,40.901,1.939543,32.722,3.370264,,,,,,,,,,,32.721,0.4076436,,,
32.724,2.150954,40.904,2.47843,40.904,1.939285,32.724,3.370497,,,,,,,,,,,32.724,0.4078006,,,
32.727,2.149996,40.907,2.478372,40.907,1.939027,32.727,3.370731,,,,,,,,,,,32.727,0.4079575,,,
32.729,2.149038,40.91,2.478319,40.91,1.938771,32.729,3.370965,,,,,,,,,,,32.729,0.4081145,,,
32.732,2.148084,40.913,2.478622,40.913,1.938639,32.732,3.371198,,,,,,,,,,,32.732,0.4082451,,,
32.734,2.147181,40.917,2.478926,40.917,1.938508,32.734,3.371432,,,,,,,,,,,32.734,0.4081303,,,
32.737,2.146277,40.92,2.479229,40.92,1.938376,32.737,3.371665,,,,,,,,,,,32.737,0.4080155,,,
32.739,2.145374,40.923,2.479532,40.923,1.938245,32.74,3.371899,,,,,,,,,,,32.739,0.4079007,,,
32.742,2.144471,40.926,2.479835,40.926,1.938113,32.742,3.372123,,,,,,,,,,,32.742,0.407786,,,
32.745,2.143567,40.93,2.480138,40.93,1.937982,32.745,3.372347,,,,,,,,,,,32.745,0.4076712,,,
32.747,2.142664,40.933,2.480441,40.933,1.93785,32.747,3.372571,,,,,,,,,,,32.747,0.4075564,,,
32.75,2.141759,40.936,2.480745,40.936,1.937719,32.75,3.372794,,,,,,,,,,,32.75,0.4074414,,,
32.752,2.140856,40.939,2.481048,40.939,1.937587,32.752,3.373018,,,,,,,,,,,32.752,0.4073267,,,
32.755,2.139952,40.942,2.481351,40.942,1.937456,32.755,3.373241,,,,,,,,,,,32.755,0.4072119,,,
32.757,2.139049,40.946,2.481654,40.946,1.937324,32.758,3.373465,,,,,,,,,,,32.757,0.4070971,,,
32.76,2.138146,40.949,2.481957,40.949,1.937193,32.76,3.373688,,,,,,,,,,,32.76,0.4069823,,,
32.763,2.137242,40.952,2.482254,40.952,1.937063,32.763,3.373912,,,,,,,,,,,32.763,0.4068675,,,
32.765,2.136399,40.955,2.482453,40.955,1.936953,32.765,3.374135,,,,,,,,,,,32.765,0.406772,,,
32.768,2.135918,40.958,2.482651,40.958,1.936844,32.768,3.374359,,,,,,,,,,,32.768,0.4067932,,,
32.77,2.135438,40.962,2.48285,40.962,1.936734,32.77,3.374583,,,,,,,,,,,32.77,0.4068145,,,
32.773,2.134959,40.965,2.483049,40.965,1.936625,32.773,3.374806,,,,,,,,,,,32.773,0.4068358,,,
32.775,2.134479,40.968,2.483248,40.968,1.936516,32.776,3.375024,,,,,,,,,,,32.775,0.406857,,,
32.778,2.133999,40.971,2.483447,40.971,1.936406,32.778,3.375243,,,,,,,,,,,32.778,0.4068783,,,
32.781,2.13352,40.975,2.483645,40.975,1.936297,32.781,3.375461,,,,,,,,,,,32.781,0.4068996,,,
32.783,2.13304,40.978,2.483845,40.978,1.936187,32.783,3.375679,,,,,,,,,,,32.783,0.4069208,,,
32.786,2.13256,40.981,2.484043,40.981,1.936078,32.786,3.375898,,,,,,,,,,,32.786,0.4069421,,,
32.788,2.13208,40.984,2.484242,40.984,1.935969,32.788,3.376116,,,,,,,,,,,32.788,0.4069634,,,
32.791,2.1316,40.987,2.484441,40.987,1.935859,32.791,3.376334,,,,,,,,,,,32.791,0.4069847,,,
32.793,2.13112,40.991,2.48464,40.991,1.93575,32.794,3.376553,,,,,,,,,,,32.793,0.4070059,,,
32.796,2.130641,40.994,2.484819,40.994,1.935654,32.796,3.376771,,,,,,,,,,,32.796,0.4070272,,,
32.799,2.130186,40.997,2.484834,40.997,1.935676,32.799,3.376989,,,,,,,,,,,32.799,0.407046,,,
32.801,2.129832,41,2.48485,41,1.935697,32.801,3.377208,,,,,,,,,,,32.801,0.4070548,,,
32.804,2.129479,41.004,2.484865,41.004,1.935718,32.804,3.377426,,,,,,,,,,,32.804,0.4070636,,,
32.806,2.129125,41.007,2.484881,41.007,1.935739,32.806,3.377644,,,,,,,,,,,32.806,0.4070724,,,
32.809,2.128771,41.01,2.484896,41.01,1.93576,32.809,3.377836,,,,,,,,,,,32.809,0.4070812,,,
32.811,2.128418,41.013,2.484912,41.013,1.935781,32.812,3.378027,,,,,,,,,,,32.811,0.40709,,,
32.814,2.128064,41.016,2.484927,41.016,1.935802,32.814,3.378219,,,,,,,,,,,32.814,0.4070989,,,
32.817,2.127711,41.02,2.484943,41.02,1.935823,32.817,3.378411,,,,,,,,,,,32.817,0.4071077,,,
32.819,2.127357,41.023,2.484958,41.023,1.935845,32.819,3.378602,,,,,,,,,,,32.819,0.4071165,,,
32.822,2.127004,41.026,2.484974,41.026,1.935866,32.822,3.378794,,,,,,,,,,,32.822,0.4071253,,,
32.824,2.12665,41.029,2.484989,41.029,1.935887,32.824,3.378986,,,,,,,,,,,32.824,0.4071341,,,
32.827,2.126297,41.032,2.485005,41.032,1.935908,32.827,3.379177,,,,,,,,,,,32.827,0.4071429,,,
32.829,2.125943,41.036,2.485041,41.036,1.935899,32.83,3.379369,,,,,,,,,,,32.829,0.4071517,,,
32.832,2.125598,41.039,2.485177,41.039,1.935742,32.832,3.37956,,,,,,,,,,,32.832,0.4071285,,,
32.835,2.125281,41.042,2.485314,41.042,1.935586,32.835,3.379752,,,,,,,,,,,32.835,0.4069946,,,
32.837,2.124964,41.045,2.48545,41.045,1.93543,32.837,3.379943,,,,,,,,,,,32.837,0.4068607,,,
32.84,2.124646,41.049,2.485586,41.049,1.935274,32.84,3.380135,,,,,,,,,,,32.84,0.4067268,,,
32.842,2.124329,41.052,2.485723,41.052,1.935117,32.842,3.380325,,,,,,,,,,,32.842,0.4065927,,,
32.845,2.124012,41.055,2.485859,41.055,1.934961,32.845,3.380514,,,,,,,,,,,32.845,0.4064588,,,
32.847,2.123694,41.058,2.485995,41.058,1.934805,32.848,3.380703,,,,,,,,,,,32.847,0.4063249,,,
