Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,
UV 1_280,,UV 2_254,,UV 3_295,,Cond,,Conc B,,System flow,,PreC pressure,,DeltaC pressure,,Fraction,,Injection,,pH,,System pressure,,
ml,mAU,ml,mAU,ml,mAU,ml,mS/cm,ml,%,ml,ml/min,ml,MPa,ml,MPa,ml,Fraction,ml,Injection,ml,,ml,MPa,
18.552,59.38094,,,,,37.112,59.59402,,,,,,,,,,,,,,,18.552,0.6413016,
18.567,58.41989,,,,,37.142,58.19146,,,,,,,,,,,,,,,18.567,0.6412163,
18.582,57.6785,,,,,37.172,56.80727,,,,,,,,,,,,,,,18.582,0.6412291,
18.597,56.93885,,,,,37.202,55.4506,,,,,,,,,,,,,,,18.597,0.6409466,
18.612,56.19949,,,,,37.232,54.12353,,,,,,,,,,,,,,,18.612,0.6405882,
18.627,55.45852,,,,,37.262,52.82301,,,,,,,,,,,,,,,18.627,0.6411154,
18.642,54.69924,,,,,37.292,51.55351,,,,,,,,,,,,,,,18.642,0.641495,
18.657,53.88216,,,,,37.322,50.31564,,,,,,,,,,,,,,,18.657,0.6414088,
18.672,53.05016,,,,,37.352,49.11396,,,,,,,,,,,,,,,18.672,0.6411899,
18.687,52.19987,,,,,37.382,47.94238,,,,,,,,,,,,,,,18.687,0.6408101,
18.702,51.35307,,,,,37.412,46.80676,,,,,,,,,,,,,,,18.702,0.6403155,
18.717,50.50774,,,,,37.442,45.70357,,,,,,,,,,,,,,,18.717,0.639769,
18.732,49.65964,,,,,37.472,44.63302,,,,,,,,,,,,,,,18.732,0.6401261,
18.747,48.86644,,,,,37.502,43.59692,,,,,,,,,,,,,,,18.747,0.6404943,
18.762,48.38839,,,,,37.532,42.59167,,,,,,,,,,,,,,,18.762,0.6404513,
18.777,47.90829,,,,,37.562,41.62088,,,,,,,,,,,,,,,18.777,0.6404488,
18.792,47.42438,,,,,37.592,40.67994,,,,,,,,,,,,,,,18.792,0.6405176,
18.807,46.9422,,,,,37.622,39.77246,,,,,,,,,,,,,,,18.807,0.6401836,
18.822,46.4612,,,,,37.652,38.89552,,,,,,,,,,,,,,,18.822,0.6395773,
18.837,45.92637,,,,,37.682,38.05291,,,,,,,,,,,,,,,18.837,0.639841,
18.852,45.37945,,,,,37.712,37.23839,,,,,,,,,,,,,,,18.852,0.6402783,
18.867,44.82383,,,,,37.742,36.45145,,,,,,,,,,,,,,,18.867,0.6404456,
18.882,44.2664,,,,,37.772,35.69411,,,,,,,,,,,,,,,18.882,0.6405141,
18.897,43.70407,,,,,37.802,34.96501,,,,,,,,,,,,,,,18.897,0.6403162,
18.912,43.14334,,,,,37.832,34.26432,,,,,,,,,,,,,,,18.912,0.640083,
18.927,42.58447,,,,,37.862,33.58829,,,,,,,,,,,,,,,18.927,0.6398155,
18.942,42.18637,,,,,37.892,32.93845,,,,,,,,,,,,,,,18.942,0.6398758,
18.957,41.84701,,,,,37.922,32.31042,,,,,,,,,,,,,,,18.957,0.640056,
18.972,41.51133,,,,,37.952,31.70593,,,,,,,,,,,,,,,18.972,0.6418926,
18.987,41.17494,,,,,37.982,31.12563,,,,,,,,,,,,,,,18.987,0.6440475,
19.002,40.83457,,,,,38.012,30.56485,,,,,,,,,,,,,,,19.002,0.647402,
19.017,40.47771,,,,,38.042,30.02567,,,,,,,,,,,,,,,19.017,0.6488858,
19.032,40.09744,,,,,38.072,29.50649,,,,,,,,,,,,,,,19.032,0.6477253,
19.047,39.69789,,,,,38.102,29.00849,,,,,,,,,,,,,,,19.047,0.6466314,
19.062,39.28745,,,,,38.132,28.5287,,,,,,,,,,,,,,,19.062,0.645575,
19.077,38.88119,,,,,38.162,28.06919,,,,,,,,,,,,,,,19.077,0.6442165,
19.092,38.47514,,,,,38.192,27.62819,,,,,,,,,,,,,,,19.092,0.6427878,
19.107,38.06353,,,,,38.222,27.20789,,,,,,,,,,,,,,,19.107,0.6410717,
19.122,37.69754,,,,,38.253,26.80089,,,,,,,,,,,,,,,19.122,0.6394735,
19.138,37.42723,,,,,38.283,26.41544,,,,,,,,,,,,,,,19.138,0.6381221,
19.153,37.16556,,,,,38.313,26.04688,,,,,,,,,,,,,,,19.153,0.6380289,
19.168,36.9111,,,,,38.343,25.69391,,,,,,,,,,,,,,,19.168,0.6389672,
19.183,36.65709,,,,,38.373,25.35667,,,,,,,,,,,,,,,19.183,0.6410623,
19.198,36.40321,,,,,38.403,25.03543,,,,,,,,,,,,,,,19.198,0.6434976,
19.213,36.11798,,,,,38.433,24.72973,,,,,,,,,,,,,,,19.213,0.6436558,
19.228,35.82796,,,,,38.463,24.43697,,,,,,,,,,,,,,,19.228,0.6435845,
19.243,35.52239,,,,,38.493,24.15825,,,,,,,,,,,,,,,19.243,0.6427728,
19.258,35.21791,,,,,38.523,23.89277,,,,,,,,,,,,,,,19.258,0.6423455,
19.273,34.91478,,,,,38.553,23.64025,,,,,,,,,,,,,,,19.273,0.642386,
19.288,34.60898,,,,,38.583,23.40012,,,,,,,,,,,,,,,19.288,0.642627,
19.303,34.30178,,,,,38.613,23.17147,,,,,,,,,,,,,,,19.303,0.6429685,
19.318,34.07417,,,,,38.643,22.95422,,,,,,,,,,,,,,,19.318,0.6435505,
19.333,33.85738,,,,,38.673,22.74743,,,,,,,,,,,,,,,19.333,0.6440079,
19.348,33.65746,,,,,38.703,22.55101,,,,,,,,,,,,,,,19.348,0.643443,
19.363,33.45869,,,,,38.733,22.36461,,,,,,,,,,,,,,,19.363,0.6431618,
19.378,33.2619,,,,,38.763,22.18866,,,,,,,,,,,,,,,19.378,0.6433675,
19.393,33.05875,,,,,38.793,22.02207,,,,,,,,,,,,,,,19.393,0.6430274,
19.408,32.8511,,,,,38.823,21.86443,,,,,,,,,,,,,,,19.408,0.6422926,
19.423,32.61829,,,,,38.853,21.71569,,,,,,,,,,,,,,,19.423,0.6424243,
19.438,32.3798,,,,,38.883,21.57537,,,,,,,,,,,,,,,19.438,0.6427158,
19.453,32.13999,,,,,38.913,21.4435,,,,,,,,,,,,,,,19.453,0.642226,
19.468,31.90105,,,,,38.943,21.31882,,,,,,,,,,,,,,,19.468,0.6417735,
19.483,31.66462,,,,,38.973,21.20113,,,,,,,,,,,,,,,19.483,0.6414188,
19.498,31.45668,,,,,39.003,21.08979,,,,,,,,,,,,,,,19.498,0.640924,
19.513,31.27889,,,,,39.033,20.98536,,,,,,,,,,,,,,,19.513,0.6402813,
19.528,31.11354,,,,,39.063,20.88671,,,,,,,,,,,,,,,19.528,0.6406577,
19.543,30.95288,,,,,39.093,20.79305,,,,,,,,,,,,,,,19.543,0.6414223,
19.558,30.791,,,,,39.123,20.70426,,,,,,,,,,,,,,,19.558,0.6410959,
19.573,30.62884,,,,,39.153,20.62041,,,,,,,,,,,,,,,19.573,0.6415378,
19.588,30.46567,,,,,39.183,20.54179,,,,,,,,,,,,,,,19.588,0.6457063,
19.603,30.28801,,,,,39.213,20.46787,,,,,,,,,,,,,,,19.603,0.6484511,
19.618,30.08776,,,,,39.243,20.39845,,,,,,,,,,,,,,,19.618,0.6489794,
19.633,29.8894,,,,,39.273,20.33282,,,,,,,,,,,,,,,19.633,0.6483839,
19.648,29.69211,,,,,39.303,20.27078,,,,,,,,,,,,,,,19.648,0.647141,
19.663,29.49251,,,,,39.333,20.21233,,,,,,,,,,,,,,,19.663,0.6456795,
19.678,29.29678,,,,,39.363,20.1569,,,,,,,,,,,,,,,19.678,0.6442695,
19.693,29.14265,,,,,39.394,20.10457,,,,,,,,,,,,,,,19.693,0.6437305,
19.708,28.99607,,,,,39.424,20.05477,,,,,,,,,,,,,,,19.708,0.6431109,
19.723,28.86733,,,,,39.454,20.00679,,,,,,,,,,,,,,,19.723,0.6423029,
19.738,28.73934,,,,,39.484,19.96035,,,,,,,,,,,,,,,19.738,0.6417774,
19.753,28.61198,,,,,39.514,19.91484,,,,,,,,,,,,,,,19.753,0.6414928,
19.768,28.48143,,,,,39.544,19.86864,,,,,,,,,,,,,,,19.768,0.641399,
19.783,28.34978,,,,,39.574,19.82033,,,,,,,,,,,,,,,19.783,0.6413649,
19.798,28.19608,,,,,39.604,19.76889,,,,,,,,,,,,,,,19.798,0.6413547,
19.813,28.04175,,,,,39.634,19.71226,,,,,,,,,,,,,,,19.813,0.6412376,
19.828,27.88505,,,,,39.664,19.6491,,,,,,,,,,,,,,,19.828,0.640722,
19.843,27.72929,,,,,39.694,19.57795,,,,,,,,,,,,,,,19.843,0.6407811,
19.858,27.57463,,,,,39.724,19.49741,,,,,,,,,,,,,,,19.858,0.6415306,
19.873,27.43926,,,,,39.754,19.40499,,,,,,,,,,,,,,,19.873,0.6415819,
19.888,27.31321,,,,,39.784,19.29917,,,,,,,,,,,,,,,19.888,0.6412956,
19.903,27.20737,,,,,39.814,19.17706,,,,,,,,,,,,,,,19.903,0.6409379,
19.918,27.10323,,,,,39.844,19.03926,,,,,,,,,,,,,,,19.918,0.6405799,
19.933,26.99729,,,,,39.874,18.88563,,,,,,,,,,,,,,,19.933,0.6402696,
19.948,26.89011,,,,,39.904,18.71633,,,,,,,,,,,,,,,19.948,0.640465,
19.963,26.78065,,,,,39.934,18.53195,,,,,,,,,,,,,,,19.963,0.6415659,
19.978,26.65988,,,,,39.964,18.32984,,,,,,,,,,,,,,,19.978,0.6415321,
19.993,26.53093,,,,,39.994,18.113,,,,,,,,,,,,,,,19.993,0.6406772,
20.008,26.40357,,,,,40.024,17.88254,,,,,,,,,,,,,,,20.008,0.6406797,
20.023,26.27655,,,,,40.054,17.63924,,,,,,,,,,,,,,,20.023,0.6408667,
20.038,26.14739,,,,,40.084,17.38397,,,,,,,,,,,,,,,20.038,0.6407593,
20.053,26.02073,,,,,40.114,17.1171,,,,,,,,,,,,,,,20.053,0.6407233,
20.068,25.90096,,,,,40.144,16.84229,,,,,,,,,,,,,,,20.068,0.6408849,
20.083,25.79628,,,,,40.174,16.55901,,,,,,,,,,,,,,,20.083,0.6409075,
20.098,25.70752,,,,,40.204,16.26937,,,,,,,,,,,,,,,20.098,0.6407831,
20.113,25.62012,,,,,40.234,15.97394,,,,,,,,,,,,,,,20.113,0.6406856,
20.128,25.5332,,,,,40.264,15.67465,,,,,,,,,,,,,,,20.128,0.6405979,
20.143,25.44289,,,,,40.294,15.37049,,,,,,,,,,,,,,,20.143,0.640324,
20.158,25.34936,,,,,40.324,15.06312,,,,,,,,,,,,,,,20.158,0.640386,
20.173,25.2418,,,,,40.354,14.75454,,,,,,,,,,,,,,,20.173,0.6420791,
20.188,25.13385,,,,,40.384,14.44448,,,,,,,,,,,,,,,20.188,0.6443803,
20.203,25.02524,,,,,40.414,14.13352,,,,,,,,,,,,,,,20.203,0.6476036,
20.218,24.91781,,,,,40.444,13.8222,,,,,,,,,,,,,,,20.218,0.6484578,
20.233,24.81106,,,,,40.474,13.51186,,,,,,,,,,,,,,,20.233,0.647958,
20.248,24.70589,,,,,40.504,13.20073,,,,,,,,,,,,,,,20.248,0.6463861,
20.263,24.60391,,,,,40.534,12.88998,,,,,,,,,,,,,,,20.263,0.6446822,
20.278,24.53339,,,,,40.565,12.58101,,,,,,,,,,,,,,,20.278,0.6436923,
20.293,24.46272,,,,,40.595,12.27825,,,,,,,,,,,,,,,20.293,0.6427101,
20.308,24.39172,,,,,40.625,11.984,,,,,,,,,,,,,,,20.308,0.6417455,
20.323,24.32133,,,,,40.655,11.69744,,,,,,,,,,,,,,,20.323,0.6409037,
20.338,24.25149,,,,,40.685,11.42217,,,,,,,,,,,,,,,20.338,0.6401649,
20.353,24.17002,,,,,40.715,11.15822,,,,,,,,,,,,,,,20.353,0.6395499,
20.368,24.08472,,,,,40.745,10.90488,,,,,,,,,,,,,,,20.368,0.6389758,
20.383,23.99863,,,,,40.775,10.66049,,,,,,,,,,,,,,,20.383,0.6388553,
20.398,23.91238,,,,,40.805,10.42479,,,,,,,,,,,,,,,20.398,0.6385704,
20.413,23.82553,,,,,40.835,10.19854,,,,,,,,,,,,,,,20.413,0.6376601,
20.429,23.74057,,,,,40.865,9.980514,,,,,,,,,,,,,,,20.429,0.6369539,
20.444,23.65787,,,,,40.895,9.771881,,,,,,,,,,,,,,,20.444,0.6364966,
20.459,23.59068,,,,,40.925,9.570004,,,,,,,,,,,,,,,20.459,0.6358786,
20.474,23.53152,,,,,40.955,9.37451,,,,,,,,,,,,,,,20.474,0.6351773,
20.489,23.47291,,,,,40.985,9.184914,,,,,,,,,,,,,,,20.489,0.6347827,
20.504,23.4143,,,,,41.015,9.001445,,,,,,,,,,,,,,,20.504,0.6344211,
20.519,23.35501,,,,,41.045,8.82305,,,,,,,,,,,,,,,20.519,0.6340412,
20.534,23.29065,,,,,41.075,8.649723,,,,,,,,,,,,,,,20.534,0.6335824,
20.549,23.21728,,,,,41.105,8.482196,,,,,,,,,,,,,,,20.549,0.6329824,
20.564,23.14314,,,,,41.135,8.320192,,,,,,,,,,,,,,,20.564,0.6323969,
20.579,23.06845,,,,,41.165,8.163783,,,,,,,,,,,,,,,20.579,0.6318225,
20.594,22.9945,,,,,41.195,8.012549,,,,,,,,,,,,,,,20.594,0.6322758,
20.609,22.92085,,,,,41.225,7.867105,,,,,,,,,,,,,,,20.609,0.6329294,
20.624,22.85103,,,,,41.255,7.727426,,,,,,,,,,,,,,,20.624,0.6323629,
20.639,22.78637,,,,,41.285,7.592884,,,,,,,,,,,,,,,20.639,0.6317838,
20.654,22.73592,,,,,41.315,7.46411,,,,,,,,,,,,,,,20.654,0.6311709,
20.669,22.68502,,,,,41.345,7.340629,,,,,,,,,,,,,,,20.669,0.6305087,
20.684,22.63365,,,,,41.375,7.222718,,,,,,,,,,,,,,,20.684,0.6297919,
20.699,22.58269,,,,,41.405,7.109643,,,,,,,,,,,,,,,20.699,0.6300865,
20.714,22.53189,,,,,41.435,7.00107,,,,,,,,,,,,,,,20.714,0.630782,
20.729,22.4729,,,,,41.465,6.897341,,,,,,,,,,,,,,,20.729,0.6300976,
20.744,22.41317,,,,,41.495,6.797871,,,,,,,,,,,,,,,20.744,0.6294032,
20.759,22.35248,,,,,41.525,6.70319,,,,,,,,,,,,,,,20.759,0.6291071,
20.774,22.2914,,,,,41.555,6.61245,,,,,,,,,,,,,,,20.774,0.6302184,
20.789,22.22967,,,,,41.585,6.525989,,,,,,,,,,,,,,,20.789,0.6336049,
20.804,22.1696,,,,,41.615,6.443384,,,,,,,,,,,,,,,20.804,0.635851,
20.819,22.11055,,,,,41.645,6.365013,,,,,,,,,,,,,,,20.819,0.6374032,
20.834,22.06608,,,,,41.675,6.290278,,,,,,,,,,,,,,,20.834,0.6365228,
20.849,22.02442,,,,,41.706,6.219268,,,,,,,,,,,,,,,20.849,0.6352044,
20.864,21.98359,,,,,41.736,6.152173,,,,,,,,,,,,,,,20.864,0.6340916,
20.879,21.94251,,,,,41.766,6.088243,,,,,,,,,,,,,,,20.879,0.632922,
20.894,21.90087,,,,,41.796,6.028235,,,,,,,,,,,,,,,20.894,0.6316165,
20.909,21.8596,,,,,41.826,5.97162,,,,,,,,,,,,,,,20.909,0.6311176,
20.924,21.81866,,,,,41.856,5.918475,,,,,,,,,,,,,,,20.924,0.631322,
20.939,21.77748,,,,,41.886,5.868184,,,,,,,,,,,,,,,20.939,0.6308705,
20.954,21.73621,,,,,41.916,5.820756,,,,,,,,,,,,,,,20.954,0.6302057,
20.969,21.69555,,,,,41.946,5.7762,,,,,,,,,,,,,,,20.969,0.6297418,
20.984,21.65475,,,,,41.976,5.733821,,,,,,,,,,,,,,,20.984,0.6293493,
20.999,21.61337,,,,,42.006,5.693735,,,,,,,,,,,,,,,20.999,0.6292341,
21.014,21.57841,,,,,42.036,5.655548,,,,,,,,,,,,,,,21.014,0.6295297,
21.029,21.55157,,,,,42.066,5.619059,,,,,,,,,,,,,,,21.029,0.6303468,
21.044,21.52563,,,,,42.096,5.584208,,,,,,,,,,,,,,,21.044,0.6307433,
21.059,21.50015,,,,,42.126,5.551093,,,,,,,,,,,,,,,21.059,0.6309246,
21.074,21.47499,,,,,42.156,5.519578,,,,,,,,,,,,,,,21.074,0.6304512,
21.089,21.45023,,,,,42.186,5.489407,,,,,,,,,,,,,,,21.089,0.6299881,
21.104,21.42865,,,,,42.216,5.460574,,,,,,,,,,,,,,,21.104,0.6302424,
21.119,21.40729,,,,,42.246,5.432682,,,,,,,,,,,,,,,21.119,0.6305271,
21.134,21.38636,,,,,42.276,5.4061,,,,,,,,,,,,,,,21.134,0.6308691,
21.149,21.36533,,,,,42.306,5.380323,,,,,,,,,,,,,,,21.149,0.6312388,
21.164,21.34422,,,,,42.336,5.355465,,,,,,,,,,,,,,,21.164,0.6316295,
21.179,21.32336,,,,,42.366,5.33148,,,,,,,,,,,,,,,21.179,0.6314942,
21.194,21.30279,,,,,42.396,5.308692,,,,,,,,,,,,,,,21.194,0.6312322,
21.209,21.29706,,,,,42.426,5.286934,,,,,,,,,,,,,,,21.209,0.6310313,
21.224,21.29135,,,,,42.456,5.266723,,,,,,,,,,,,,,,21.224,0.6310018,
21.239,21.28569,,,,,42.486,5.248592,,,,,,,,,,,,,,,21.239,0.6314712,
21.254,21.28,,,,,42.516,5.233101,,,,,,,,,,,,,,,21.254,0.6318242,
21.269,21.27427,,,,,42.546,5.221479,,,,,,,,,,,,,,,21.269,0.6320484,
21.284,21.27194,,,,,42.576,5.215227,,,,,,,,,,,,,,,21.284,0.6321811,
21.299,21.27097,,,,,42.606,5.215827,,,,,,,,,,,,,,,21.299,0.6322777,
21.314,21.27046,,,,,42.636,5.225113,,,,,,,,,,,,,,,21.314,0.6325328,
21.329,21.27,,,,,42.666,5.245283,,,,,,,,,,,,,,,21.329,0.632905,
21.344,21.26954,,,,,42.696,5.279015,,,,,,,,,,,,,,,21.344,0.6338037,
21.359,21.26908,,,,,42.726,5.328354,,,,,,,,,,,,,,,21.359,0.6346886,
21.374,21.26862,,,,,42.756,5.394773,,,,,,,,,,,,,,,21.374,0.635552,
21.389,21.27325,,,,,42.786,5.480258,,,,,,,,,,,,,,,21.389,0.6385321,
21.404,21.28097,,,,,42.816,5.58594,,,,,,,,,,,,,,,21.404,0.6427925,
21.419,21.29053,,,,,42.846,5.714102,,,,,,,,,,,,,,,21.419,0.643317,
21.434,21.30043,,,,,42.877,5.864354,,,,,,,,,,,,,,,21.434,0.6430616,
21.449,21.31023,,,,,42.907,6.036208,,,,,,,,,,,,,,,21.449,0.6422678,
21.464,21.32204,,,,,42.937,6.229712,,,,,,,,,,,,,,,21.464,0.641405,
21.479,21.33863,,,,,42.967,6.443301,,,,,,,,,,,,,,,21.479,0.6403769,
21.494,21.35546,,,,,42.997,6.678085,,,,,,,,,,,,,,,21.494,0.6395882,
21.509,21.3725,,,,,43.027,6.929651,,,,,,,,,,,,,,,21.509,0.6390096,
21.524,21.38977,,,,,43.057,7.197388,,,,,,,,,,,,,,,21.524,0.638714,
21.539,21.40712,,,,,43.087,7.478744,,,,,,,,,,,,,,,21.539,0.6385181,
21.554,21.4243,,,,,43.117,7.772266,,,,,,,,,,,,,,,21.554,0.6385775,
21.569,21.44147,,,,,43.147,8.075889,,,,,,,,,,,,,,,21.569,0.6387482,
21.584,21.45863,,,,,43.177,8.38772,,,,,,,,,,,,,,,21.584,0.6393419,
21.599,21.47562,,,,,43.207,8.70572,,,,,,,,,,,,,,,21.599,0.6395663,
21.614,21.49243,,,,,43.237,9.026671,,,,,,,,,,,,,,,21.614,0.6393251,
21.629,21.50942,,,,,43.267,9.351055,,,,,,,,,,,,,,,21.629,0.6390883,
21.644,21.52649,,,,,43.297,9.674874,,,,,,,,,,,,,,,21.644,0.638854,
21.659,21.54284,,,,,43.327,9.998355,,,,,,,,,,,,,,,21.659,0.6399152,
21.674,21.5591,,,,,43.357,10.31757,,,,,,,,,,,,,,,21.674,0.6409461,
21.689,21.57541,,,,,43.387,10.6329,,,,,,,,,,,,,,,21.689,0.6404321,
21.704,21.59164,,,,,43.417,10.94202,,,,,,,,,,,,,,,21.704,0.6400371,
21.719,21.60771,,,,,43.447,11.2432,,,,,,,,,,,,,,,21.719,0.6398662,
21.735,21.62393,,,,,43.477,11.53696,,,,,,,,,,,,,,,21.735,0.6400437,
21.75,21.64027,,,,,43.507,11.82112,,,,,,,,,,,,,,,21.75,0.640498,
21.765,21.65337,,,,,43.537,12.0964,,,,,,,,,,,,,,,21.765,0.6408689,
21.78,21.66563,,,,,43.567,12.36147,,,,,,,,,,,,,,,21.78,0.6412181,
21.795,21.67755,,,,,43.597,12.61804,,,,,,,,,,,,,,,21.795,0.641543,
21.81,21.68942,,,,,43.627,12.86447,,,,,,,,,,,,,,,21.81,0.6417651,
21.825,21.70114,,,,,43.657,13.10187,,,,,,,,,,,,,,,21.825,0.6416904,
21.84,21.71111,,,,,43.687,13.33136,,,,,,,,,,,,,,,21.84,0.6417306,
21.855,21.71906,,,,,43.717,13.55221,,,,,,,,,,,,,,,21.855,0.6419037,
21.87,21.72664,,,,,43.747,13.76572,,,,,,,,,,,,,,,21.87,0.6423755,
21.885,21.73408,,,,,43.777,13.96994,,,,,,,,,,,,,,,21.885,0.6429732,
21.9,21.74157,,,,,43.807,14.16703,,,,,,,,,,,,,,,21.9,0.6431035,
21.915,21.74904,,,,,43.837,14.35626,,,,,,,,,,,,,,,21.915,0.6431534,
21.93,21.75642,,,,,43.867,14.53828,,,,,,,,,,,,,,,21.93,0.6429832,
21.945,21.76208,,,,,43.897,14.71301,,,,,,,,,,,,,,,21.945,0.6429141,
21.96,21.76485,,,,,43.927,14.88092,,,,,,,,,,,,,,,21.96,0.6430156,
21.975,21.76729,,,,,43.957,15.04296,,,,,,,,,,,,,,,21.975,0.6433333,
21.99,21.76952,,,,,43.987,15.19912,,,,,,,,,,,,,,,21.99,0.6437899,
22.005,21.77176,,,,,44.017,15.35056,,,,,,,,,,,,,,,22.005,0.6440955,
22.02,21.77314,,,,,44.048,15.49677,,,,,,,,,,,,,,,22.02,0.6443999,
22.035,21.76354,,,,,44.078,15.63874,,,,,,,,,,,,,,,22.035,0.6450666,
22.05,21.75244,,,,,44.108,15.77612,,,,,,,,,,,,,,,22.05,0.6468521,
22.065,21.73752,,,,,44.138,15.90954,,,,,,,,,,,,,,,22.065,0.6514775,
22.08,21.72269,,,,,44.168,16.03869,,,,,,,,,,,,,,,22.08,0.6541654,
22.095,21.70796,,,,,44.198,16.1637,,,,,,,,,,,,,,,22.095,0.655099,
22.11,21.69312,,,,,44.228,16.28534,,,,,,,,,,,,,,,22.11,0.6542882,
22.125,21.67824,,,,,44.258,16.40268,,,,,,,,,,,,,,,22.125,0.6528779,
22.14,21.65713,,,,,44.288,16.5162,,,,,,,,,,,,,,,22.14,0.650739,
22.155,21.63569,,,,,44.318,16.62505,,,,,,,,,,,,,,,22.155,0.6488662,
22.17,21.61337,,,,,44.348,16.73007,,,,,,,,,,,,,,,22.17,0.648185,
22.185,21.59111,,,,,44.378,16.83084,,,,,,,,,,,,,,,22.185,0.6477001,
22.2,21.56895,,,,,44.408,16.92752,,,,,,,,,,,,,,,22.2,0.6474766,
22.215,21.51175,,,,,44.438,17.02116,,,,,,,,,,,,,,,22.215,0.6473783,
22.23,21.43606,,,,,44.468,17.11148,,,,,,,,,,,,,,,22.23,0.6473462,
22.245,21.32993,,,,,44.498,17.19917,,,,,,,,,,,,,,,22.245,0.6469234,
22.26,21.21969,,,,,44.528,17.28322,,,,,,,,,,,,,,,22.26,0.6464884,
22.275,21.10774,,,,,44.558,17.36433,,,,,,,,,,,,,,,22.275,0.6464101,
22.29,20.99614,,,,,44.588,17.44184,,,,,,,,,,,,,,,22.29,0.6462237,
22.305,20.8853,,,,,44.618,17.51586,,,,,,,,,,,,,,,22.305,0.645826,
22.32,20.77444,,,,,44.648,17.58605,,,,,,,,,,,,,,,22.32,0.6456734,
22.335,20.66356,,,,,44.678,17.65236,,,,,,,,,,,,,,,22.335,0.6457118,
22.35,20.55392,,,,,44.708,17.71524,,,,,,,,,,,,,,,22.35,0.6456199,
22.365,20.44455,,,,,44.738,17.7747,,,,,,,,,,,,,,,22.365,0.6454995,
22.38,20.33337,,,,,44.768,17.83105,,,,,,,,,,,,,,,22.38,0.6459367,
22.395,20.20821,,,,,44.798,17.88428,,,,,,,,,,,,,,,22.395,0.6462933,
22.41,20.04102,,,,,44.828,17.93486,,,,,,,,,,,,,,,22.41,0.6464078,
22.425,19.80989,,,,,44.858,17.98236,,,,,,,,,,,,,,,22.425,0.6464375,
22.44,19.50694,,,,,44.888,18.0271,,,,,,,,,,,,,,,22.44,0.646372,
22.455,19.20685,,,,,44.918,18.06925,,,,,,,,,,,,,,,22.455,0.6462994,
22.47,18.90792,,,,,44.948,18.10921,,,,,,,,,,,,,,,22.47,0.6462238,
22.485,18.60509,,,,,44.978,18.14715,,,,,,,,,,,,,,,22.485,0.6456787,
22.5,18.30283,,,,,45.008,18.18296,,,,,,,,,,,,,,,22.5,0.6452478,
22.515,18.00565,,,,,45.038,18.21688,,,,,,,,,,,,,,,22.515,0.6456872,
22.53,17.70802,,,,,45.068,18.24872,,,,,,,,,,,,,,,22.53,0.6460635,
22.545,17.40951,,,,,45.098,18.27892,,,,,,,,,,,,,,,22.545,0.6463357,
22.56,17.11337,,,,,45.128,18.30746,,,,,,,,,,,,,,,22.56,0.6462008,
22.575,16.81872,,,,,45.158,18.3348,,,,,,,,,,,,,,,22.575,0.645807,
22.59,16.49563,,,,,45.189,18.36082,,,,,,,,,,,,,,,22.59,0.6475923,
22.605,16.16376,,,,,45.219,18.38556,,,,,,,,,,,,,,,22.605,0.6499141,
22.62,15.79261,,,,,45.249,18.4088,,,,,,,,,,,,,,,22.62,0.6532511,
22.635,15.42069,,,,,45.279,18.43071,,,,,,,,,,,,,,,22.635,0.655387,
22.65,15.04681,,,,,45.309,18.45166,,,,,,,,,,,,,,,22.65,0.654489,
22.665,14.67567,,,,,45.339,18.47175,,,,,,,,,,,,,,,22.665,0.6532745,
22.68,14.30696,,,,,45.369,18.49102,,,,,,,,,,,,,,,22.68,0.6517663,
22.695,13.9429,,,,,45.399,18.50988,,,,,,,,,,,,,,,22.695,0.6503502,
22.71,13.58053,,,,,45.429,18.52799,,,,,,,,,,,,,,,22.71,0.6489679,
22.725,13.22619,,,,,45.459,18.54605,,,,,,,,,,,,,,,22.725,0.6486802,
22.74,12.87146,,,,,45.489,18.56364,,,,,,,,,,,,,,,22.74,0.6484147,
22.755,12.51378,,,,,45.519,18.58088,,,,,,,,,,,,,,,22.755,0.6480888,
22.77,12.15767,,,,,45.549,18.59698,,,,,,,,,,,,,,,22.77,0.6477012,
22.785,11.80353,,,,,45.579,18.61186,,,,,,,,,,,,,,,22.785,0.6472316,
22.8,11.43454,,,,,45.609,18.62588,,,,,,,,,,,,,,,22.8,0.6467898,
22.815,11.05726,,,,,45.639,18.63919,,,,,,,,,,,,,,,22.815,0.6463634,
22.83,10.68154,,,,,45.669,18.65167,,,,,,,,,,,,,,,22.83,0.6466954,
22.845,10.30597,,,,,45.699,18.66306,,,,,,,,,,,,,,,22.845,0.6471023,
22.86,9.92874,,,,,45.729,18.67385,,,,,,,,,,,,,,,22.86,0.6472391,
22.875,9.571154,,,,,45.759,18.68423,,,,,,,,,,,,,,,22.875,0.647199,
22.89,9.251991,,,,,45.789,18.69421,,,,,,,,,,,,,,,22.89,0.6468125,
22.905,8.949681,,,,,45.819,18.70338,,,,,,,,,,,,,,,22.905,0.6465679,
22.92,8.661191,,,,,45.849,18.71208,,,,,,,,,,,,,,,22.92,0.6464402,
22.935,8.374494,,,,,45.879,18.72044,,,,,,,,,,,,,,,22.935,0.6465312,
